refcode,metal_count,metals,n_sites,bridge_count,parse_valid,roundtrip_valid,metal_order_invariant,atom_order_invariant,ligand_order_invariant,bridge_consistency_valid,local_sphere_consistency_valid,identity_keys_present,record_generated,failure_stage,failure_reason
SIXLIX,4,Fe+Fe+Pd+Pd,8,0,True,True,True,True,True,True,True,True,True,,
VIXVOP04,5,Zn+Zn+Zn+Zn+Zn,10,4,True,True,True,True,True,True,True,True,True,,
EVAGEQ,2,Mn+Mn,12,0,True,True,True,True,True,True,True,True,True,,
MIVJEJ,2,Ti+Ti,10,0,True,True,True,True,True,True,True,True,True,,
SUQRAB,3,Fe+Fe+Fe,9,3,True,True,True,True,True,True,True,True,True,,
MUWVOS,2,Fe+Fe,6,0,True,True,True,True,True,True,True,True,True,,
LADNEJ,2,Ru+Ru,3,1,True,True,True,True,True,True,True,True,True,,
ROLBOK06,2,Ni+Ni,12,0,True,True,True,True,True,True,True,True,True,,
COGQUK,3,Fe+Fe+Ni,4,0,True,True,True,True,True,True,True,True,True,,
LEDHAD,2,Re+Re,10,2,True,True,True,True,True,True,True,True,True,,
NOPZEX,4,Fe+Fe+Fe+Fe,20,4,True,True,True,True,True,True,True,True,True,,
VOJRAR,2,Cu+Cu,5,1,True,True,True,True,True,True,True,True,True,,
WAJDIV02,2,Fe+Fe,6,1,True,True,True,True,True,True,True,True,True,,
JEJWED,6,Ag+Ag+Ag+Ag+Ag+Ag,12,0,True,True,True,True,True,True,True,True,True,,
CUZVOI,3,Co+Co+Co,4,4,True,True,True,True,True,True,True,True,True,,
ESADAE,7,Fe+Fe+Fe+Fe+Fe+Fe+Fe,32,8,True,True,True,True,True,True,True,True,True,,
LOPVIW,3,Cu+Pd+Pd,12,0,True,True,True,True,True,True,True,True,True,,
TABSEW,2,Zn+Zn,8,0,True,True,True,True,True,True,True,True,True,,
AQOHEU,6,Zn+Zn+Zn+Zn+Zn+Zn,14,0,True,True,True,True,True,True,True,True,True,,
ISESOR,3,Cu+Cu+Cu,6,1,True,True,True,True,True,True,True,True,True,,
ZAJMIG,2,Zr+Zr,4,0,True,True,True,True,True,True,True,True,True,,
WABJAM,4,Cd+Cd+Cd+Cd,9,0,True,True,True,True,True,True,True,True,True,,
LUKHOS,2,Au+Au,4,0,True,True,True,True,True,True,True,True,True,,
KUKHAZ,3,Cu+Pt+Pt,12,0,True,True,True,True,True,True,True,True,True,,
WEYLOD,3,Cd+Cd+Co,13,1,True,True,True,True,True,True,True,True,True,,
QUXDUJ,2,Cu+Cu,8,2,True,True,True,True,True,True,True,True,True,,
XAKHIB,4,Cu+Cu+Cu+Cu,12,0,True,True,True,True,True,True,True,True,True,,
YAFRAY01,6,Cu+Cu+Cu+Cu+Cu+Cu,19,3,True,True,True,True,True,True,True,True,True,,
PAXGOK,2,Ni+Ni,4,0,True,True,True,True,True,True,True,True,True,,
WUZZEZ,2,Ni+Ni,8,0,True,True,True,True,True,True,True,True,True,,
BUXRIX,3,Cu+Cu+Cu,4,2,True,True,True,True,True,True,True,True,True,,
PIXQIA,2,Cu+Cu,6,0,True,True,True,True,True,True,True,True,True,,
NOLKII,2,Fe+W,6,0,True,True,True,True,True,True,True,True,True,,
MUXJUM,2,Ti+Ti,8,2,True,True,True,True,True,True,True,True,True,,
XUWDAY,4,Cu+Cu+Cu+Cu,8,4,True,True,True,True,True,True,True,True,True,,
UBEVAA,2,Ru+Ru,4,1,True,True,True,True,True,True,True,True,True,,
VEXLET,2,Zn+Zn,6,2,True,True,True,True,True,True,True,True,True,,
YOQWOT,2,Cu+Cu,6,0,True,True,True,True,True,True,True,True,True,,
QOVNAS,2,Rh+Rh,8,0,True,True,True,True,True,True,True,True,True,,
ZEVYUW,4,Ni+Ni+Ni+Ni,20,2,True,True,True,True,True,True,True,True,True,,
UPUQON,2,Ag+Ag,6,2,True,True,True,True,True,True,True,True,True,,
XOLWII,6,Ag+Ag+Ag+Ag+Fe+Fe,12,2,True,True,True,True,True,True,True,True,True,,
EZAGOC02,2,Fe+Fe,12,0,True,True,True,True,True,True,True,True,True,,
SEKTIP,2,Rh+Rh,6,0,True,True,True,True,True,True,True,True,True,,
VOVJAT,2,Ni+Ni,12,0,True,True,True,True,True,True,True,True,True,,
IBUDUE,2,Co+Co,12,0,True,True,True,True,True,True,True,True,True,,
QUZNAD,2,Pt+Pt,10,0,True,True,True,True,True,True,True,True,True,,
PARYEM,3,Cu+Rh+Rh,8,2,True,True,True,True,True,True,True,True,True,,
RAJRAY21,3,Fe+Fe+Fe,6,2,True,True,True,True,True,True,True,True,True,,
EPUMEJ,9,Mn+Mn+Mn+Mn+Mn+Mn+Mn+Mn+Mn,16,6,True,True,True,True,True,True,True,True,True,,
CIPCOT,8,Fe+Fe+Fe+Fe+Fe+Fe+Mo+Mo,28,8,True,True,True,True,True,True,True,True,True,,
WOQLOH,3,Cd+Cd+Cd,4,2,True,True,True,True,True,True,True,True,True,,
FUZVUT01,6,Zn+Zn+Zn+Zn+Zn+Zn,14,4,True,True,True,True,True,True,True,True,True,,
TEPGAY,6,Ag+Ag+Ag+Ag+Ag+Ag,12,0,True,True,True,True,True,True,True,True,True,,
UJEDEV,2,W+W,12,0,True,True,True,True,True,True,True,True,True,,
QAKLIY,2,Cu+Cu,6,0,True,True,True,True,True,True,True,True,True,,
HESMOI,6,Mo+Mo+Mo+Mo+Mo+Mo,14,8,True,True,True,True,True,True,True,True,True,,
CUFCOV,2,W+W,6,2,True,True,True,True,True,True,True,True,True,,
QAKWUV,3,Mn+Mn+Mn,6,2,True,True,True,True,True,True,True,True,True,,
REKQOO,2,Cu+Cu,8,2,True,True,True,True,True,True,True,True,True,,
NIFORM01,5,Ni+Ni+Ni+Ni+Ni,14,1,True,True,True,True,True,True,True,True,True,,
HUVQUK,2,Cd+Fe,7,0,True,True,True,True,True,True,True,True,True,,
FARNET,3,Cd+Cd+Cd,10,0,True,True,True,True,True,True,True,True,True,,
IDAYOF,3,Fe+Zn+Zn,10,0,True,True,True,True,True,True,True,True,True,,
JUNXEV,2,Pd+Pd,6,2,True,True,True,True,True,True,True,True,True,,
AJOTAU,4,Ni+Ni+Ni+Ni,6,3,True,True,True,True,True,True,True,True,True,,
KILFUI,5,Ni+Ni+W+W+W,20,2,True,True,True,True,True,True,True,True,True,,
POSBAA,2,Ni+Ni,6,2,True,True,True,True,True,True,True,True,True,,
LANMIA,2,Fe+Fe,8,0,True,True,True,True,True,True,True,True,True,,
BARYAW,3,Zn+Zn+Zn,22,0,True,True,True,True,True,True,True,True,True,,
NEDHOU,2,Ag+Ag,4,0,True,True,True,True,True,True,True,True,True,,
VICVIP,3,Cu+Cu+Cu,11,1,True,True,True,True,True,True,True,True,True,,
SUXQEK,3,Cr+Cr+Cr,16,1,True,True,True,True,True,True,True,True,True,,
BELQIU,5,Mn+Mn+Mn+Mn+Mn,24,6,True,True,True,True,True,True,True,True,True,,
HIFMUH,2,Ru+Ru,4,0,True,True,True,True,True,True,True,True,True,,
FUZBEH05,2,Rh+Rh,6,2,True,True,True,True,True,True,True,True,True,,
WODWOD,3,Os+Os+Os,9,3,True,True,True,True,True,True,True,True,True,,
SUBSUH,3,Ru+Ru+Ru,12,0,True,True,True,True,True,True,True,True,True,,
DURVUI01,2,Zn+Zn,4,1,True,True,True,True,True,True,True,True,True,,
HOPZEV,2,Ni+Ni,12,0,True,True,True,True,True,True,True,True,True,,
MOTGAG03,4,Fe+Fe+Fe+Fe,24,0,True,True,True,True,True,True,True,True,True,,
PELQEE,7,Cd+Cd+Cd+Cd+Cd+Cd+Cd,12,6,True,True,True,True,True,True,True,True,True,,
SOZDAQ,2,Mo+Mo,12,0,True,True,True,True,True,True,True,True,True,,
AQABIG,4,Co+Co+Co+Co,5,3,True,True,True,True,True,True,True,True,True,,
RAQVEK03,2,Co+Co,60,0,True,True,True,True,True,True,True,True,True,,
MIVWUL,6,Cu+Cu+Cu+Cu+Cu+Cu,12,6,True,True,True,True,True,True,True,True,True,,
TIGGAS,7,Ag+Ag+Ag+Ag+Ag+Ag+Mn,14,2,True,True,True,True,True,True,True,True,True,,
HULDUQ,2,Ni+Ni,5,1,True,True,True,True,True,True,True,True,True,,
SEDVAY,6,V+V+V+V+V+V,28,4,True,True,True,True,True,True,True,True,True,,
CAMZOH,2,Ti+Ti,10,0,True,True,True,True,True,True,True,True,True,,
PAFRUN,4,Zn+Zn+Zn+Zn,13,1,True,True,True,True,True,True,True,True,True,,
BATNOZ20,4,Cr+Cr+Cr+Cr,4,4,True,True,True,True,True,True,True,True,True,,
GISCOA,8,Ru+Ru+Ru+Ru+Ru+Ru+Ru+Ru,22,0,True,True,True,True,True,True,True,True,True,,
IZEZIW,2,Fe+Ru,3,0,True,True,True,True,True,True,True,True,True,,
JIRLEE,5,Cd+Cd+Cd+Cd+Cd,22,3,True,True,True,True,True,True,True,True,True,,
MUPKUE,5,Cu+Cu+Cu+Cu+Cu,9,3,True,True,True,True,True,True,True,True,True,,
TIGHAS,2,Cr+Hg,10,0,True,True,True,True,True,True,True,True,True,,
AYUPAL01,8,Ni+Ni+Ni+Ni+Ni+Ni+Ni+Ni,14,5,True,True,True,True,True,True,True,True,True,,
VUZYEY,2,Ir+Ir,12,0,True,True,True,True,True,True,True,True,True,,
GEWSIM,2,Ru+Ru,10,0,True,True,True,True,True,True,True,True,True,,
IKELIT,2,Ru+Ru,6,0,True,True,True,True,True,True,True,True,True,,
YOLGEO,2,Mn+Mn,10,0,True,True,True,True,True,True,True,True,True,,
ATUSUG,2,Hg+Hg,6,2,True,True,True,True,True,True,True,True,True,,
VEFFOB,4,Cu+Cu+Cu+Cu,12,4,True,True,True,True,True,True,True,True,True,,
IDADOK,2,Fe+Fe,11,1,True,True,True,True,True,True,True,True,True,,
BUTNIQ,9,Ag+Ag+Ag+Ag+Ag+Ag+Ag+Ag+Ag,8,8,True,True,True,True,True,True,True,True,True,,
LOFCOB,2,Fe+Ni,2,0,True,True,True,True,True,True,True,True,True,,
QOZPIE,9,Pd+Pd+Pd+Pd+Pd+Pd+Zn+Zn+Zn,40,0,True,True,True,True,True,True,True,True,True,,
EREKIV01,2,Ti+Ti,8,2,True,True,True,True,True,True,True,True,True,,
PIYNUG,5,Os+Os+Os+Os+W,14,2,True,True,True,True,True,True,True,True,True,,
GOJJOF,4,Ag+Ag+Ag+Ag,4,2,True,True,True,True,True,True,True,True,True,,
BUTJEG,4,Co+Co+Co+Co,6,2,True,True,True,True,True,True,True,True,True,,
SECJOA,4,Fe+Fe+Ni+Ni,4,0,True,True,True,True,True,True,True,True,True,,
JUMCAV10,2,Mo+Mo,14,0,True,True,True,True,True,True,True,True,True,,
EYAHUJ,5,Cu+Cu+Cu+Cu+Cu,24,2,True,True,True,True,True,True,True,True,True,,
EFOFIS,8,Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn,24,0,True,True,True,True,True,True,True,True,True,,
VALQUX,2,Ir+Ir,8,0,True,True,True,True,True,True,True,True,True,,
XOCGAA,5,Cd+Cd+Cd+Cd+Cd,7,4,True,True,True,True,True,True,True,True,True,,
SEKLEC01,3,Cu+Cu+Cu,1,1,True,True,True,True,True,True,True,True,True,,
VUHHAH10,2,Ta+Ta,6,2,True,True,True,True,True,True,True,True,True,,
HAPGEM,3,Au+Au+Au,6,0,True,True,True,True,True,True,True,True,True,,
VORTIH01,3,Ag+Ag+Ag,3,2,True,True,True,True,True,True,True,True,True,,
MELMOF,3,Ni+Ni+Ni,18,0,True,True,True,True,True,True,True,True,True,,
JIPVOT,2,Mn+Mn,12,0,True,True,True,True,True,True,True,True,True,,
OZATOZ,2,Co+Cr,12,0,True,True,True,True,True,True,True,True,True,,
ELEKEM,2,Ni+Ni,8,2,True,True,True,True,True,True,True,True,True,,
BIWYIS,2,Sc+Sc,12,0,True,True,True,True,True,True,True,True,True,,
GIDRER,6,Mn+Mn+Mn+Mn+Mn+Mn,34,2,True,True,True,True,True,True,True,True,True,,
DUTXIB,2,Cr+Fe,6,0,True,True,True,True,True,True,True,True,True,,
FOFVAZ,8,Cd+Cd+Cd+Cd+Cd+Cd+Cd+Cd,16,7,True,True,True,True,True,True,True,True,True,,
ZAXGUD,3,Zn+Zn+Zn,10,1,True,True,True,True,True,True,True,True,True,,
IQUJUZ,2,Hg+Zn,7,2,True,True,True,True,True,True,True,True,True,,
UBODOI,2,Au+Au,4,0,True,True,True,True,True,True,True,True,True,,
CUQNOU,8,Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu,35,0,True,True,True,True,True,True,True,True,True,,
CUAQAC02,2,Cu+Cu,10,0,True,True,True,True,True,True,True,True,True,,
TOCLEF,7,Ag+Ag+Ag+Ag+Fe+Fe+Fe,14,8,True,True,True,True,True,True,True,True,True,,
WEJXIW,6,Zn+Zn+Zn+Zn+Zn+Zn,8,3,True,True,True,True,True,True,True,True,True,,
YUQLII,5,Au+Au+Au+Co+Co,12,6,True,True,True,True,True,True,True,True,True,,
XIZPED,2,Ru+Ru,9,3,True,True,True,True,True,True,True,True,True,,
BICTUC,2,Cu+Cu,8,2,True,True,True,True,True,True,True,True,True,,
PESYOE,8,Pd+Zn+Zn+Zn+Zn+Zn+Zn+Zn,15,6,True,True,True,True,True,True,True,True,True,,
DOMJEX,2,Zn+Zn,8,0,True,True,True,True,True,True,True,True,True,,
METFEZ,3,Cu+Cu+Cu,7,4,True,True,True,True,True,True,True,True,True,,
VECCAI,10,Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu,16,12,True,True,True,True,True,True,True,True,True,,
JUXSAW,2,Ti+Ti,8,0,True,True,True,True,True,True,True,True,True,,
JOKYAJ10,9,Cd+Cd+Cd+Cd+Ni+Ni+Ni+Ni+Ni,23,2,True,True,True,True,True,True,True,True,True,,
SEFJIY,5,Cd+Cd+Cd+Cd+Cd,12,4,True,True,True,True,True,True,True,True,True,,
IXOVOJ,2,Ag+Ag,6,2,True,True,True,True,True,True,True,True,True,,
EJANEK,7,Mn+Mn+Mn+Mn+Mn+Mn+Mn,12,6,True,True,True,True,True,True,True,True,True,,
ROPFEK,2,Co+Co,6,1,True,True,True,True,True,True,True,True,True,,
DUGJIZ,2,Ir+Ir,4,0,True,True,True,True,True,True,True,True,True,,
CIFTIW,2,Co+Fe,8,1,True,True,True,True,True,True,True,True,True,,
PEXFUX,3,Co+Co+Co,18,0,True,True,True,True,True,True,True,True,True,,
SUXMUU,4,Fe+Fe+Ni+Ni,24,0,True,True,True,True,True,True,True,True,True,,
QCACCU,2,Cu+Cu,10,0,True,True,True,True,True,True,True,True,True,,
GESJAS,2,Cu+Cu,6,2,True,True,True,True,True,True,True,True,True,,
RUFLIO,2,Ni+Ni,12,0,True,True,True,True,True,True,True,True,True,,
CPCBOR10,2,Co+Co,15,5,True,True,True,True,True,True,True,True,True,,
RIDZOX,8,Co+Co+Co+Co+Co+Co+Co+Co,24,12,True,True,True,True,True,True,True,True,True,,
LAPGER,2,Cu+Cu,8,2,True,True,True,True,True,True,True,True,True,,
HIMFUE,2,Pd+Pd,8,0,True,True,True,True,True,True,True,True,True,,
NASNEB,2,Cu+Cu,6,0,True,True,True,True,True,True,True,True,True,,
DECCOE,3,Cu+Cu+Cu,6,2,True,True,True,True,True,True,True,True,True,,
XUTPEJ,2,Pt+W,9,1,True,True,True,True,True,True,True,True,True,,
UYEWIG02,4,Cu+Cu+Cu+Cu,5,2,True,True,True,True,True,True,True,True,True,,
XEJMEE,2,Zr+Zr,4,0,True,True,True,True,True,True,True,True,True,,
VILPUD,2,Pd+Pd,2,0,True,True,True,True,True,True,True,True,True,,
TIBTAD,2,Co+Co,6,3,True,True,True,True,True,True,True,True,True,,
KODTED,2,Os+Rh,10,2,True,True,True,True,True,True,True,True,True,,
HISXIR,3,Mo+Mo+Mo,13,4,True,True,True,True,True,True,True,True,True,,
MUQGUB,5,Pt+Pt+Pt+Pt+Pt,12,2,True,True,True,True,True,True,True,True,True,,
MOKFAV,2,Hf+Hf,3,1,True,True,True,True,True,True,True,True,True,,
LEPDAL,8,Ru+Ru+Ru+Ru+Ru+Ru+Ru+Ru,34,6,True,True,True,True,True,True,True,True,True,,
IHAHAE,9,Ni+Ni+Ni+Ni+Ni+Ni+Ni+Ni+Ni,14,8,True,True,True,True,True,True,True,True,True,,
TEDGEP,4,Ag+Ag+Ag+Ag,5,0,True,True,True,True,True,True,True,True,True,,
LIXLAF,5,Cu+Cu+Cu+Cu+Cu,11,4,True,True,True,True,True,True,True,True,True,,
HEBYOG,2,Mo+Mo,6,0,True,True,True,True,True,True,True,True,True,,
ZUXBON02,5,Cd+Cd+Cd+Cd+Cd,6,3,True,True,True,True,True,True,True,True,True,,
YARKAE,3,Fe+Fe+Fe,18,0,True,True,True,True,True,True,True,True,True,,
WAWGUW,2,Fe+Fe,12,0,True,True,True,True,True,True,True,True,True,,
ILECOS,2,Ag+Ag,4,0,True,True,True,True,True,True,True,True,True,,
VOWLAU,2,Mn+Mn,10,2,True,True,True,True,True,True,True,True,True,,
SUNPIB,2,Zn+Zn,8,0,True,True,True,True,True,True,True,True,True,,
WEWMUJ01,5,Cu+Cu+Cu+Cu+Cu,22,2,True,True,True,True,True,True,True,True,True,,
BUDNOG01,2,Mn+Mn,8,0,True,True,True,True,True,True,True,True,True,,
NUGHUS,2,Ru+Ru,10,0,True,True,True,True,True,True,True,True,True,,
LEHHIP,2,Ru+Ru,12,0,True,True,True,True,True,True,True,True,True,,
ASUCOG,2,Cu+Cu,10,0,True,True,True,True,True,True,True,True,True,,
XAFGIU,2,Ru+Ru,8,2,True,True,True,True,True,True,True,True,True,,
GIBWOE,8,Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn,12,2,True,True,True,True,True,True,True,True,True,,
AWEWII,5,Cu+Cu+Cu+Cu+W,12,4,True,True,True,True,True,True,True,True,True,,
BEJJUZ,2,Cd+Cd,6,2,True,True,True,True,True,True,True,True,True,,
IJILEW,8,Ru+Ru+Ru+Ru+Ru+Ru+Ru+Ru,24,0,True,True,True,True,True,True,True,True,True,,
JEZTAJ10,4,Ir+Ir+Ir+Ir,14,1,True,True,True,True,True,True,True,True,True,,
GICCEC,2,Zn+Zn,10,0,True,True,True,True,True,True,True,True,True,,
FAXZEM,3,Ag+Ag+Ag,9,2,True,True,True,True,True,True,True,True,True,,
JUMDOO,2,Au+Au,8,0,True,True,True,True,True,True,True,True,True,,
JETYAM,3,Mn+Mn+Mn,6,3,True,True,True,True,True,True,True,True,True,,
OLOGIJ,2,Mo+Mo,8,0,True,True,True,True,True,True,True,True,True,,
CUPLIJ,6,Cd+Cd+Cd+Cd+Cd+Cd,16,0,True,True,True,True,True,True,True,True,True,,
GATZIK,2,Fe+Pt,6,0,True,True,True,True,True,True,True,True,True,,
PORREW,6,Cu+Cu+Cu+Cu+Cu+Cu,14,1,True,True,True,True,True,True,True,True,True,,
PUWLEZ,6,Mn+Mn+Mn+Mn+Mn+Mn,28,6,True,True,True,True,True,True,True,True,True,,
JODFEQ,3,Cu+Cu+Cu,12,0,True,True,True,True,True,True,True,True,True,,
JODBIO,4,Pt+Pt+Pt+Pt,14,2,True,True,True,True,True,True,True,True,True,,
RABJIP,10,Mn+Mn+Mn+Mn+Ni+Ni+Ni+Ni+Ni+Ni,42,14,True,True,True,True,True,True,True,True,True,,
FESGEQ,2,Mo+Mo,2,2,True,True,True,True,True,True,True,True,True,,
WULSUV,3,Ni+Ni+Ni,6,4,True,True,True,True,True,True,True,True,True,,
KUPQUI,4,Fe+Fe+Ru+Ru,6,0,True,True,True,True,True,True,True,True,True,,
XORHOB,3,Fe+Fe+Pt,8,2,True,True,True,True,True,True,True,True,True,,
VIYDEP,2,Cu+Cu,8,0,True,True,True,True,True,True,True,True,True,,
AVIVIK,4,Ag+Ag+Ag+Ag,7,0,True,True,True,True,True,True,True,True,True,,
HOXKEL,4,V+V+V+V,16,4,True,True,True,True,True,True,True,True,True,,
SODWUE,2,Re+Re,10,2,True,True,True,True,True,True,True,True,True,,
CEBRAC,2,Co+Co,11,1,True,True,True,True,True,True,True,True,True,,
QUHNUD02,2,Ru+Ru,4,2,True,True,True,True,True,True,True,True,True,,
BICPAH,4,Zn+Zn+Zn+Zn,12,4,True,True,True,True,True,True,True,True,True,,
DIHRUK,3,Cd+Cd+Cd,6,3,True,True,True,True,True,True,True,True,True,,
NEBNUG,2,V+V,11,1,True,True,True,True,True,True,True,True,True,,
NUQWAZ02,4,Mn+Mn+Mn+Mn,6,1,True,True,True,True,True,True,True,True,True,,
YELSAJ,2,Ti+Ti,8,0,True,True,True,True,True,True,True,True,True,,
GOHNOK,3,Y+Y+Y,15,0,True,True,True,True,True,True,True,True,True,,
OLAQIE,2,Y+Y,10,2,True,True,True,True,True,True,True,True,True,,
HETALA,2,La+La,18,2,True,True,True,True,True,True,True,True,True,,
KOLYOB,3,Cu+Cu+Cu,6,2,True,True,True,True,True,True,True,True,True,,
FITTAF,2,Cu+Cu,6,0,True,True,True,True,True,True,True,True,True,,
SODZIV,6,Cd+Cd+Cd+Cd+Cd+Cd,19,2,True,True,True,True,True,True,True,True,True,,
ILENOD,2,Ru+Ru,10,0,True,True,True,True,True,True,True,True,True,,
ZESMET,2,Cu+Cu,8,2,True,True,True,True,True,True,True,True,True,,
NUMTEW,2,Zn+Zn,10,0,True,True,True,True,True,True,True,True,True,,
FEJTOD,4,Pt+Pt+Pt+Pt,4,2,True,True,True,True,True,True,True,True,True,,
VEYXED,9,Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu,11,11,True,True,True,True,True,True,True,True,True,,
TUJFAI,2,Fe+Fe,6,1,True,True,True,True,True,True,True,True,True,,
SEGHAR,2,Ti+Ti,8,0,True,True,True,True,True,True,True,True,True,,
SERDOK,2,Zn+Zn,8,0,True,True,True,True,True,True,True,True,True,,
KUTPEW,8,Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn,10,6,True,True,True,True,True,True,True,True,True,,
TEXCIK,2,Pd+Pd,8,0,True,True,True,True,True,True,True,True,True,,
OJAFOY,2,Ir+Ir,12,0,True,True,True,True,True,True,True,True,True,,
UMUWIJ,8,Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn,17,13,True,True,True,True,True,True,True,True,True,,
WEKNUX,3,Cu+Cu+Mn,16,0,True,True,True,True,True,True,True,True,True,,
CONMEZ,3,Fe+Mn+Mn,18,0,True,True,True,True,True,True,True,True,True,,
CIZXER,2,Mn+Mn,6,2,True,True,True,True,True,True,True,True,True,,
KAZTEK,2,Ru+Ru,8,0,True,True,True,True,True,True,True,True,True,,
HIDPIT,6,Cd+Cd+Cd+Cd+Cd+Cd,12,4,True,True,True,True,True,True,True,True,True,,
HITKUQ,5,Ru+Ru+Ru+Ru+Ru,17,6,True,True,True,True,True,True,True,True,True,,
RIRJIM,2,Fe+Fe,8,0,True,True,True,True,True,True,True,True,True,,
ZIJRAP20,4,Cu+Cu+Cu+Cu,6,0,True,True,True,True,True,True,True,True,True,,
XEFJOL,3,Ni+Ni+Ni,6,2,True,True,True,True,True,True,True,True,True,,
ICACIA,2,Cu+Cu,4,1,True,True,True,True,True,True,True,True,True,,
MUKBEZ,2,Pd+Pd,4,0,True,True,True,True,True,True,True,True,True,,
BILDEG,2,Cd+Cd,6,1,True,True,True,True,True,True,True,True,True,,
DIYFIA10,3,Ru+Ru+Ru,13,1,True,True,True,True,True,True,True,True,True,,
REDYIK,3,Co+Co+Co,8,0,True,True,True,True,True,True,True,True,True,,
OYIDIL,2,Ir+Ir,6,0,True,True,True,True,True,True,True,True,True,,
WATKAE,2,Cu+Mo,5,2,True,True,True,True,True,True,True,True,True,,
ARIHUE,3,Co+Co+Co,8,0,True,True,True,True,True,True,True,True,True,,
BAFBAM,2,Fe+Pd,4,0,True,True,True,True,True,True,True,True,True,,
PUNFOU,7,Cd+Cd+Cd+Cd+Cd+Cd+Cd,15,2,True,True,True,True,True,True,True,True,True,,
KUGCEU01,2,Fe+Fe,12,0,True,True,True,True,True,True,True,True,True,,
CPMNSN,3,Mn+Mn+Mn,9,0,True,True,True,True,True,True,True,True,True,,
MABVET,4,Zn+Zn+Zn+Zn,12,3,True,True,True,True,True,True,True,True,True,,
KUQYOM,3,Zn+Zn+Zn,8,1,True,True,True,True,True,True,True,True,True,,
HUHJEB,6,Fe+Fe+Fe+Fe+Fe+Fe,19,13,True,True,True,True,True,True,True,True,True,,
IHUSAJ,6,Ag+Ag+Pt+Pt+Pt+Pt,31,1,True,True,True,True,True,True,True,True,True,,
EKOMAT,5,Zn+Zn+Zn+Zn+Zn,8,3,True,True,True,True,True,True,True,True,True,,
OBAHUX,3,Zn+Zn+Zn,5,3,True,True,True,True,True,True,True,True,True,,
EMOJEW,3,Ni+Ni+Ni,8,0,True,True,True,True,True,True,True,True,True,,
KOZPOE,4,Mn+Mn+Mn+Mn,22,4,True,True,True,True,True,True,True,True,True,,
SISGEG,2,Re+Re,8,0,True,True,True,True,True,True,True,True,True,,
VAJSAC,2,Zn+Zn,4,1,True,True,True,True,True,True,True,True,True,,
ODIGOX,3,Ru+Ru+Ru,11,1,True,True,True,True,True,True,True,True,True,,
BOGBIM,3,Ag+Ag+Ag,6,0,True,True,True,True,True,True,True,True,True,,
HAGJAE,6,Re+Re+Re+Re+Re+Re,14,8,True,True,True,True,True,True,True,True,True,,
DUWFEK,2,Fe+Fe,6,0,True,True,True,True,True,True,True,True,True,,
KUXPOI,2,Ti+Ti,8,2,True,True,True,True,True,True,True,True,True,,
AFAKUR,2,Pd+Pd,8,0,True,True,True,True,True,True,True,True,True,,
YETLOZ,3,Pt+Pt+Pt,11,2,True,True,True,True,True,True,True,True,True,,
SEHXOS,6,Ni+Ni+Ni+Ni+Ni+Ni,12,12,True,True,True,True,True,True,True,True,True,,
CUYDEG,3,Co+Co+Co,7,0,True,True,True,True,True,True,True,True,True,,
UPUGES,2,Co+Co,6,1,True,True,True,True,True,True,True,True,True,,
JIQWAH,2,Ag+Ag,8,0,True,True,True,True,True,True,True,True,True,,
ZEFLAZ01,8,Co+Co+Co+Co+Co+Co+Co+Co,11,4,True,True,True,True,True,True,True,True,True,,
HARRAV,4,Hg+Hg+Hg+Hg,12,2,True,True,True,True,True,True,True,True,True,,
VIHYER01,6,Cd+Cd+Cd+Cd+Cd+Cd,11,4,True,True,True,True,True,True,True,True,True,,
GEHZEC,6,Cd+Cd+Cd+Cd+Cd+Cd,12,5,True,True,True,True,True,True,True,True,True,,
PUHYUM,2,Hf+Hf,10,2,True,True,True,True,True,True,True,True,True,,
AMOPIB,2,Re+Re,10,0,True,True,True,True,True,True,True,True,True,,
WULMOJ22,2,Pd+Pd,8,0,True,True,True,True,True,True,True,True,True,,
NURYOO01,3,Cd+Cd+Cd,7,4,True,True,True,True,True,True,True,True,True,,
SEYMUI,8,Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo,26,12,True,True,True,True,True,True,True,True,True,,
MOJPOT07,8,Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu,6,6,True,True,True,True,True,True,True,True,True,,
FILSOL,2,Ni+Ni,8,2,True,True,True,True,True,True,True,True,True,,
BOHPUL,2,Co+Zr,8,1,True,True,True,True,True,True,True,True,True,,
OYEMEL,3,Cu+Cu+Cu,16,0,True,True,True,True,True,True,True,True,True,,
BOLCUD05,7,Co+Co+Co+Co+Co+Zn+Zn,16,5,True,True,True,True,True,True,True,True,True,,
OFABAC,4,Y+Y+Y+Y,4,4,True,True,True,True,True,True,True,True,True,,
GOVDOM,3,Zn+Zn+Zn,14,0,True,True,True,True,True,True,True,True,True,,
MORFAD25,8,Ni+Ni+Ni+Ni+Ni+Ni+Ni+Ni,6,5,True,True,True,True,True,True,True,True,True,,
