refcode,n_metals,is_polymeric,has_disorder,old_failure_stage,old_failure_reason,diagnosis_category,fix_applied,fix_result
QEFMAP01,5,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
IVUTOJ,13,False,True,metal_count,too_many_metals_13,polymeric_or_extended_future_scope,,out_of_scope
NUHWOC,4,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
JUSSID,14,True,True,metal_count,too_many_metals_14,polymeric_or_extended_future_scope,,out_of_scope
NIPQIN,2,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
HESWEL,2,False,True,site_detection,no_sites_found,disorder_or_partial_occupancy,,out_of_scope
YUCFOR,13,False,True,metal_count,too_many_metals_13,polymeric_or_extended_future_scope,,out_of_scope
FASWAX,4,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
LURZAA,25,False,False,metal_count,too_many_metals_25,polymeric_or_extended_future_scope,,out_of_scope
LUSREZ,6,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
GONQEJ,3,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
UYOYEN,6,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
THACAU10,4,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
NEBRIZ,4,True,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
MIZKIQ,9,True,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
ZEBVAF,19,True,True,metal_count,too_many_metals_19,polymeric_or_extended_future_scope,,out_of_scope
NAKCAH,12,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
XAVYOI,3,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
GIJKES,8,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
RUDSER,2,False,True,site_detection,no_sites_found,disorder_or_partial_occupancy,,out_of_scope
LAXREK,36,False,True,metal_count,too_many_metals_36,polymeric_or_extended_future_scope,,out_of_scope
JODDOY,21,True,True,metal_count,too_many_metals_21,polymeric_or_extended_future_scope,,out_of_scope
DORSIM,3,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
MUQRUO,2,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
YOYTUD,17,True,False,metal_count,too_many_metals_17,polymeric_or_extended_future_scope,,out_of_scope
VUKCIR,8,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
VAVXEV,4,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
YOMNOD,2,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
CEJPEO,19,False,True,metal_count,too_many_metals_19,polymeric_or_extended_future_scope,,out_of_scope
LOTFOT,2,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
UCOMUV,2,False,False,site_detection,no_sites_found,ambiguous_bonding_uncertain,,out_of_scope
QADZON,24,True,False,metal_count,too_many_metals_24,polymeric_or_extended_future_scope,,out_of_scope
COHHEN,4,False,False,site_detection,no_sites_found,ambiguous_bonding_uncertain,,out_of_scope
POJSOW,4,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
SIRHEG,24,False,True,metal_count,too_many_metals_24,polymeric_or_extended_future_scope,,out_of_scope
DPSOHG,3,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
PPORFE13,2,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
SEMLIF,13,False,False,metal_count,too_many_metals_13,polymeric_or_extended_future_scope,,out_of_scope
CUZLUE11,4,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
CAPGUV10,4,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
FABZUD10,34,False,False,metal_count,too_many_metals_34,polymeric_or_extended_future_scope,,out_of_scope
ETIKAV,6,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
MAYCUK,10,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
GENWON,20,False,True,metal_count,too_many_metals_20,polymeric_or_extended_future_scope,,out_of_scope
COYQIQ,2,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
NEYREP,4,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
LEFJUE,96,False,True,metal_count,too_many_metals_96,polymeric_or_extended_future_scope,,out_of_scope
FETSEF10,17,True,True,metal_count,too_many_metals_17,polymeric_or_extended_future_scope,,out_of_scope
AMUXIQ,62,False,True,metal_count,too_many_metals_62,polymeric_or_extended_future_scope,,out_of_scope
VILFOL,4,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
UJEXEM,2,False,False,site_detection,no_sites_found,ambiguous_bonding_uncertain,,out_of_scope
BULKOM,7,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
DINRUQ,18,False,False,metal_count,too_many_metals_18,polymeric_or_extended_future_scope,,out_of_scope
BULCIX,4,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
UDICUG,62,False,True,metal_count,too_many_metals_62,polymeric_or_extended_future_scope,,out_of_scope
YUWJUZ,4,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
MEQXEO,21,True,True,metal_count,too_many_metals_21,polymeric_or_extended_future_scope,,out_of_scope
MUVLIC,8,True,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
PIQTUI,12,True,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
PAPPAB07,20,True,False,metal_count,too_many_metals_20,polymeric_or_extended_future_scope,,out_of_scope
DOWTOC,20,True,True,metal_count,too_many_metals_20,polymeric_or_extended_future_scope,,out_of_scope
RIZNIA,46,True,True,metal_count,too_many_metals_46,polymeric_or_extended_future_scope,,out_of_scope
FUPSUF,4,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
CADYEN,44,False,True,metal_count,too_many_metals_44,polymeric_or_extended_future_scope,,out_of_scope
HERJAS,12,True,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
JEBBOI,16,False,False,metal_count,too_many_metals_16,polymeric_or_extended_future_scope,,out_of_scope
MIWHIN,8,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
EPABEF,13,True,False,metal_count,too_many_metals_13,polymeric_or_extended_future_scope,,out_of_scope
SUQRAB,3,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
NOPZEX,4,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
BIMREX,16,False,True,metal_count,too_many_metals_16,polymeric_or_extended_future_scope,,out_of_scope
FURCIG,13,True,False,metal_count,too_many_metals_13,polymeric_or_extended_future_scope,,out_of_scope
QUXDUJ,2,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
MUXJUM,2,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
XUWDAY,4,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
UPUQON,2,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
HESMOI,6,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
MOKWIU,14,False,True,metal_count,too_many_metals_14,polymeric_or_extended_future_scope,,out_of_scope
SIHKEB,14,False,True,metal_count,too_many_metals_14,polymeric_or_extended_future_scope,,out_of_scope
UNIPAK,24,True,True,metal_count,too_many_metals_24,polymeric_or_extended_future_scope,,out_of_scope
CINYAB,55,False,True,metal_count,too_many_metals_55,polymeric_or_extended_future_scope,,out_of_scope
MIVWUL,6,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
BATNOZ20,4,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
VERTUJ,13,False,True,metal_count,too_many_metals_13,polymeric_or_extended_future_scope,,out_of_scope
BUTNIQ,9,True,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
FAMFOQ,18,False,False,metal_count,too_many_metals_18,polymeric_or_extended_future_scope,,out_of_scope
PEFXON,6,False,False,site_detection,no_sites_found,ambiguous_bonding_uncertain,,out_of_scope
WEJXIW,6,True,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
YUQLII,5,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
METFEZ,3,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
VECCAI,10,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
CPCBOR10,2,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
XUHWAZ,2,False,False,site_detection,no_sites_found,ambiguous_bonding_uncertain,,out_of_scope
HISXIR,3,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
LOXMEU,40,True,False,metal_count,too_many_metals_40,polymeric_or_extended_future_scope,,out_of_scope
LEPDAL,8,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
IHAHAE,9,True,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
EKAVOC,22,True,True,metal_count,too_many_metals_22,polymeric_or_extended_future_scope,,out_of_scope
MIMDAP,22,False,False,metal_count,too_many_metals_22,polymeric_or_extended_future_scope,,out_of_scope
WANGUR,35,True,True,metal_count,too_many_metals_35,polymeric_or_extended_future_scope,,out_of_scope
YEFBAQ,13,False,True,metal_count,too_many_metals_13,polymeric_or_extended_future_scope,,out_of_scope
JODBIO,4,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
CELCUV,18,True,False,metal_count,too_many_metals_18,polymeric_or_extended_future_scope,,out_of_scope
HOXKEL,4,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
OGEHIU,34,True,True,metal_count,too_many_metals_34,polymeric_or_extended_future_scope,,out_of_scope
YEBQOP,16,False,True,metal_count,too_many_metals_16,polymeric_or_extended_future_scope,,out_of_scope
PUFKIK,4,False,False,site_detection,no_sites_found,ambiguous_bonding_uncertain,,out_of_scope
ZESMET,2,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
HIBYOH,2,False,False,site_detection,no_sites_found,ambiguous_bonding_uncertain,,out_of_scope
WOYJOJ,19,True,True,metal_count,too_many_metals_19,polymeric_or_extended_future_scope,,out_of_scope
YUJMEX,3,False,True,site_detection,no_sites_found,disorder_or_partial_occupancy,,out_of_scope
ITEWOU,33,False,True,metal_count,too_many_metals_33,polymeric_or_extended_future_scope,,out_of_scope
UVODIT,2,False,False,site_detection,no_sites_found,ambiguous_bonding_uncertain,,out_of_scope
EFEFOO,15,True,False,metal_count,too_many_metals_15,polymeric_or_extended_future_scope,,out_of_scope
SUNPEA,17,False,True,metal_count,too_many_metals_17,polymeric_or_extended_future_scope,,out_of_scope
HUHJEB,6,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
HAGJAE,6,True,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
KUXPOI,2,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
SEHXOS,6,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
RINFEC,26,False,True,metal_count,too_many_metals_26,polymeric_or_extended_future_scope,,out_of_scope
PUHYUM,2,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
HAYFOC03,2,False,True,site_detection,no_sites_found,disorder_or_partial_occupancy,,out_of_scope
BOLCUD05,7,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
YAVSIA,8,True,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
YATGIM,8,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
LEZVIX,5,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
ZELBIF01,8,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
ZABNOK,56,False,True,metal_count,too_many_metals_56,polymeric_or_extended_future_scope,,out_of_scope
KOTGEI,6,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
JIZCUT,10,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
DUZWOM,9,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
CEWNEY,8,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
LARGUG,2,False,False,site_detection,no_sites_found,ambiguous_bonding_uncertain,,out_of_scope
DEWMUQ,2,False,False,site_detection,no_sites_found,ambiguous_bonding_uncertain,,out_of_scope
MOGQAA,4,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
BONQIF,3,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
NAFCUX,4,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
FOHVIH,2,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
YOJLEQ,45,False,True,metal_count,too_many_metals_45,polymeric_or_extended_future_scope,,out_of_scope
HEDKIK,2,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
WAKWOX,28,False,False,metal_count,too_many_metals_28,polymeric_or_extended_future_scope,,out_of_scope
YEHNEE03,2,False,False,site_detection,no_sites_found,ambiguous_bonding_uncertain,,out_of_scope
YOZKEG,16,False,True,metal_count,too_many_metals_16,polymeric_or_extended_future_scope,,out_of_scope
GAHDEY,3,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
CILMIU06,15,True,False,metal_count,too_many_metals_15,polymeric_or_extended_future_scope,,out_of_scope
ZOGHAI,3,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
WOSRAZ,3,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
GAZCAL,3,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
XOHVOF,12,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
DEXTUV,6,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
KOLPUY,2,False,True,site_detection,no_sites_found,disorder_or_partial_occupancy,,out_of_scope
SIKGOJ,15,False,True,metal_count,too_many_metals_15,polymeric_or_extended_future_scope,,out_of_scope
EREVOO,24,False,False,metal_count,too_many_metals_24,polymeric_or_extended_future_scope,,out_of_scope
FUCCOV,4,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
CAZYOR,2,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
ALUYAK,18,True,True,metal_count,too_many_metals_18,polymeric_or_extended_future_scope,,out_of_scope
XAGZUD,18,False,True,metal_count,too_many_metals_18,polymeric_or_extended_future_scope,,out_of_scope
AHIQOB,16,True,True,metal_count,too_many_metals_16,polymeric_or_extended_future_scope,,out_of_scope
VIJPEM,15,False,True,metal_count,too_many_metals_15,polymeric_or_extended_future_scope,,out_of_scope
CESKAP,4,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
HEVVOU,22,False,True,metal_count,too_many_metals_22,polymeric_or_extended_future_scope,,out_of_scope
JAPSAX,2,False,False,site_detection,no_sites_found,ambiguous_bonding_uncertain,,out_of_scope
WUBLEK,4,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
VUNFUG,6,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
WUXXET,2,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
VIGZOB,16,False,True,metal_count,too_many_metals_16,polymeric_or_extended_future_scope,,out_of_scope
RAWZOG,33,True,False,metal_count,too_many_metals_33,polymeric_or_extended_future_scope,,out_of_scope
TELTUB,6,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
AGAFAS,13,True,True,metal_count,too_many_metals_13,polymeric_or_extended_future_scope,,out_of_scope
EXIHIC,2,False,True,site_detection,no_sites_found,disorder_or_partial_occupancy,,out_of_scope
NEJMOH,18,True,True,metal_count,too_many_metals_18,polymeric_or_extended_future_scope,,out_of_scope
UHUREX,28,False,False,metal_count,too_many_metals_28,polymeric_or_extended_future_scope,,out_of_scope
IMARIA,6,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
GIPWAH,6,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
WIJGAZ,2,False,True,site_detection,no_sites_found,disorder_or_partial_occupancy,,out_of_scope
HIPBAL,2,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
QURPEA,21,True,True,metal_count,too_many_metals_21,polymeric_or_extended_future_scope,,out_of_scope
TAWJUW,13,False,True,metal_count,too_many_metals_13,polymeric_or_extended_future_scope,,out_of_scope
JEPCAL,2,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
XICGIC,64,True,True,metal_count,too_many_metals_64,polymeric_or_extended_future_scope,,out_of_scope
DOKDUG,12,True,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
KAZKUU,4,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
TAQBAO,2,False,False,site_detection,no_sites_found,ambiguous_bonding_uncertain,,out_of_scope
KOJLEC,30,False,True,metal_count,too_many_metals_30,polymeric_or_extended_future_scope,,out_of_scope
HEDBEY,3,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
QASCUJ,12,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
RACXID,4,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
LEGCEI,6,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
YONTOO,2,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
RATQEL,2,False,False,site_detection,no_sites_found,ambiguous_bonding_uncertain,,out_of_scope
QEVDEB,6,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
VISQAQ,4,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
CEPCUY,16,True,True,metal_count,too_many_metals_16,polymeric_or_extended_future_scope,,out_of_scope
BUQMOS,20,False,True,metal_count,too_many_metals_20,polymeric_or_extended_future_scope,,out_of_scope
LOZPOJ,12,True,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
MUQQUO,36,False,True,metal_count,too_many_metals_36,polymeric_or_extended_future_scope,,out_of_scope
MUZPIG,6,False,True,site_detection,no_sites_found,disorder_or_partial_occupancy,,out_of_scope
NUJXAT,2,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
XEXFUF,2,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
LOTDAZ,2,False,False,site_detection,no_sites_found,ambiguous_bonding_uncertain,,out_of_scope
YIBRAF,8,False,False,site_detection,no_sites_found,ambiguous_bonding_uncertain,,out_of_scope
SEMLIF10,13,False,False,metal_count,too_many_metals_13,polymeric_or_extended_future_scope,,out_of_scope
NIWVIZ,19,False,True,metal_count,too_many_metals_19,polymeric_or_extended_future_scope,,out_of_scope
HIJFIQ,22,False,True,metal_count,too_many_metals_22,polymeric_or_extended_future_scope,,out_of_scope
WORKUL,18,True,True,metal_count,too_many_metals_18,polymeric_or_extended_future_scope,,out_of_scope
TAQFAS,4,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
DAPFIM,13,True,False,metal_count,too_many_metals_13,polymeric_or_extended_future_scope,,out_of_scope
JEBSIT,4,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
EBOBOO,15,True,False,metal_count,too_many_metals_15,polymeric_or_extended_future_scope,,out_of_scope
COSNOR,18,False,True,metal_count,too_many_metals_18,polymeric_or_extended_future_scope,,out_of_scope
DAQGAE,14,False,True,metal_count,too_many_metals_14,polymeric_or_extended_future_scope,,out_of_scope
XUGNIZ,4,False,False,site_detection,no_sites_found,ambiguous_bonding_uncertain,,out_of_scope
RUNGEP,14,True,True,metal_count,too_many_metals_14,polymeric_or_extended_future_scope,,out_of_scope
ACEFEX,31,False,True,metal_count,too_many_metals_31,polymeric_or_extended_future_scope,,out_of_scope
HOFDUE,2,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
WIZZIQ,16,False,True,metal_count,too_many_metals_16,polymeric_or_extended_future_scope,,out_of_scope
