refcode,metal,oxidation_state,d_count,donor_set,denticity_pattern,S_TBPY,S_SPY,log_S_TBPY,log_S_SPY,boundary_delta,path_coordinate,boundary_coordinate,L0_hash,L1_hash,L3_hash
DENJAL,Co,+2,d7,S,1-1,0.1300,0.9800,-0.8861,-0.0088,0.8500,0.1171,0.7658,948817210347,179628517469,747341962340
DENQIX,Ru,+2,d6,"N,P",4,5.7200,5.9700,0.7574,0.7760,0.2500,0.4893,0.0214,110561921716,189756547576,202828568620
DEPCUN01,Cu,+2,d9,N,1-1,0.2800,0.8200,-0.5528,-0.0862,0.5400,0.2545,0.4909,147489262208,855601106981,253085008212
DEPJOB,Zn,+2,d10,,,5.4400,5.6600,0.7356,0.7528,0.2200,0.4901,0.0198,421486129093,777636166370,344026797870
DEPKUF,Ni,+2,d8,,,1.0100,1.2600,0.0043,0.1004,0.2500,0.4449,0.1101,270412384354,871707032846,32271991732
DEPLAM,Ni,+2,d8,,,1.1400,5.6500,0.0569,0.7520,4.5100,0.1679,0.6642,10270057985,890422760696,309495187345
DEPLEQ,Ni,+2,d8,,,5.2300,6.4700,0.7185,0.8109,1.2400,0.4470,0.1060,582067411776,315404549181,473616348449
DEPLIU,Ni,+2,d8,,,1.2500,5.4700,0.0969,0.7380,4.2200,0.1860,0.6280,11574612303,123037572902,986271898921
DEPQUO,Fe,+2,d6,N,1-1,0.7300,6.3600,-0.1367,0.8035,5.6300,0.1030,0.7941,744769168075,258493337594,747132124680
DEPRAS,Cu,+2,d9,N,2,0.5500,1.1700,-0.2596,0.0682,0.6200,0.3198,0.3605,155175418952,213842837858,425201490239
DEPREW,Cu,+2,d9,N,4,4.3300,5.6300,0.6365,0.7505,1.3000,0.4347,0.1305,927864116174,293505138727,425201490239
DEPREZ,Fe,+2,d6,"N,O",1-1,0.4700,6.0000,-0.3279,0.7782,5.5300,0.0726,0.8547,145061808371,703062230278,477797085892
DEQCAG,Zr,,,P,1-1,1.2600,7.3000,0.1004,0.8633,6.0400,0.1472,0.7056,752577454736,675997634463,462280726954
DEQCIO,Hf,,,P,1-1,1.1600,1.8400,0.0645,0.2648,0.6800,0.3867,0.2267,820641232384,66530669749,996633044063
DEQGEM,Ir,,,"C,P",1-1,4.5000,6.3000,0.6532,0.7993,1.8000,0.4167,0.1667,155536412376,152206491839,309824345102
DEQKIX,Ti,,,"N,O",1-1,0.1500,0.8400,-0.8239,-0.0757,0.6900,0.1515,0.6970,244693385040,276396631494,456657220941
DEQMAQ,Cu,+2,d9,,,7.9300,11.1200,0.8993,1.0461,3.1900,0.4163,0.1675,277352635211,249419644868,990479550437
DEQPUO,Ti,,,"Cl,N",1-1,0.6400,1.3500,-0.1938,0.1303,0.7100,0.3216,0.3568,888361193672,708510752478,278377460222
DEQRIA,Cu,+2,d9,,,4.9000,5.6800,0.6902,0.7543,0.7800,0.4631,0.0737,640948231329,326782739768,478496357147
DEQSUR,Mn,,,"C,N,P",3-1,5.9100,6.0900,0.7716,0.7846,0.1800,0.4925,0.0150,420087398034,621863013323,116778041989
DEQTAY,Mn,,,"C,N",2-1-1,0.5100,0.9100,-0.2924,-0.0410,0.4000,0.3592,0.2817,86634160314,258616008200,227727343127
DEQTEC,Mn,,,"C,N",2-1-1,5.9400,7.0800,0.7738,0.8500,1.1400,0.4562,0.0876,8864714798,900339948308,845046316226
DEQYOO,Cu,+2,d9,"N,O",1-1-1-1,0.3700,1.0500,-0.4318,0.0212,0.6800,0.2606,0.4789,537147474109,911889124680,517921272072
DEQZOO,Cu,+2,d9,,,5.9800,7.6000,0.7767,0.8808,1.6200,0.4404,0.1193,374019603270,623457031782,151252688555
DERGEM,Ta,,,O,1-1,0.3600,4.1300,-0.4437,0.6160,3.7700,0.0802,0.8396,366097185371,393836175836,935998569451
DERLEU,Ru,+2,d6,"Cl,N,P",1-1-1-1,6.3900,6.7600,0.8055,0.8299,0.3700,0.4859,0.0281,931014522821,598629102724,892081596360
DERLUK,Ru,+2,d6,"Cl,N,P",1-1-1-1,4.8300,6.9900,0.6839,0.8445,2.1600,0.4086,0.1827,88878295617,372826443937,257304237238
DERMAO,Fe,+2,d6,P,1-1,0.5500,1.1300,-0.2596,0.0531,0.5800,0.3274,0.3452,126440736316,403281705607,822419921108
DERMES,Fe,+2,d6,"C,P",1-1,0.4100,1.3800,-0.3872,0.1399,0.9700,0.2291,0.5419,716025771455,938377936941,391394347219
DERQEX,Mn,,,C,1-1-1-1,0.0700,1.0000,-1.1549,0.0000,0.9300,0.0654,0.8692,869187572811,118779082790,769443318662
DERZUY,Cu,+2,d9,N,1-1,3.9400,4.3300,0.5955,0.6365,0.3900,0.4764,0.0472,621625468899,844693072419,406991875966
DESDEN,Pd,+2,d8,,,6.2600,6.3500,0.7966,0.8028,0.0900,0.4964,0.0071,552329071665,345282440754,195865577494
DESDIR,Pd,+2,d8,,,5.8500,6.0400,0.7672,0.7810,0.1900,0.4920,0.0160,785353708842,969816734039,619925429119
DESDOX,Pd,+2,d8,,,4.9500,8.6400,0.6946,0.9365,3.6900,0.3642,0.2715,759137552521,484137505946,951901567694
DESFEN,V,,,,,5.1700,5.8600,0.7135,0.7679,0.6900,0.4687,0.0626,402973216035,470417936337,502824929235
DESGUD,Tc,,,P,1-1,5.7900,6.1600,0.7627,0.7896,0.3700,0.4845,0.0310,828601187000,339358630403,547241216310
DESJIX,Pd,+2,d8,"C,Cl",1-1,0.3800,1.8100,-0.4202,0.2577,1.4300,0.1735,0.6530,158589588440,948759880369,410916470141
DESLAR,Ru,+2,d6,N,1-1,0.4200,1.2800,-0.3768,0.1072,0.8600,0.2471,0.5059,446932464317,474300309649,254529120341
DESSAW,Fe,+2,d6,,,4.3700,5.7400,0.6405,0.7589,1.3700,0.4322,0.1355,537160773404,687573492329,592597410799
DESTUR,Ti,,,N,1-1,0.2100,1.7200,-0.6778,0.2355,1.5100,0.1088,0.7824,380772518797,285316599620,508562929036
DESVAZ,Ti,,,N,1-1,4.9500,5.3700,0.6946,0.7300,0.4200,0.4797,0.0407,534977424798,987397962000,184748430168
DESVED,Ti,,,N,1-1,5.1200,5.5800,0.7093,0.7466,0.4600,0.4785,0.0430,950912942909,27645869097,85380808155
DESVIH,Ti,,,,,5.1700,5.6200,0.7135,0.7497,0.4500,0.4791,0.0417,910435136398,924310973760,691142432985
DETCEO,Cu,+2,d9,N,2,0.3900,1.3700,-0.4089,0.1367,0.9800,0.2216,0.5568,234155562124,772580446230,215879479050
DETCOY,V,,,"N,O",2-1-1,6.0800,13.0800,0.7839,1.1166,7.0000,0.3173,0.3653,925793526948,980560469891,760881874274
DEVLIA,Mn,,,N,1-1,4.8500,5.5900,0.6857,0.7474,0.7400,0.4646,0.0709,268584158382,327345741719,671876736688
DEVLOG,Mn,,,N,1-1,5.5900,6.7700,0.7474,0.8306,1.1800,0.4523,0.0955,372186898927,462358468893,776990784643
DEWHUI,V,,,,,0.2000,0.7800,-0.6990,-0.1079,0.5800,0.2041,0.5918,145230831704,318393241485,58276747577
DEWPIH,Ru,+2,d6,"C,P",2-1-1,5.2600,8.4900,0.7210,0.9289,3.2300,0.3825,0.2349,913486988514,96440892715,1035054693
DEWWEI,Zn,+2,d10,,,0.7100,4.7300,-0.1487,0.6749,4.0200,0.1305,0.7390,850219307877,940089189999,123341076849
DEXFOB,Fe,+2,d6,,,4.7800,6.5200,0.6794,0.8142,1.7400,0.4230,0.1540,269349950113,750729320793,663826911656
DEXPOP,Cu,+2,d9,"N,O",1-1,5.0600,6.1300,0.7042,0.7875,1.0700,0.4522,0.0956,339657406107,638263932896,99705829123
DEXRII,Zn,+2,d10,,,7.6900,11.4300,0.8859,1.0580,3.7400,0.4022,0.1956,315735041431,94501089318,366526229825
DEXXAJ,V,,,,,0.3800,0.6200,-0.4202,-0.2076,0.2400,0.3800,0.2400,147254278727,261793704450,335169691511
DEXXEN,V,,,,,3.7600,4.2500,0.5752,0.6284,0.4900,0.4694,0.0612,72202750913,246681819651,337285293965
DEXXIR,V,,,,,4.8300,5.6100,0.6839,0.7490,0.7800,0.4626,0.0747,413577077155,111365217023,727934500440
DEXXOX,V,,,,,3.9000,4.3100,0.5911,0.6345,0.4100,0.4750,0.0499,182845227815,749592594523,898661251620
DEXYAH,Mn,,,"N,O",2-2,8.1200,9.3600,0.9096,0.9713,1.2400,0.4645,0.0709,285122375178,385193250241,25699349415
DEYCIV,Ru,+2,d6,"C,N",1-1,4.8900,6.4700,0.6893,0.8109,1.5800,0.4305,0.1391,838670032796,19593688662,345402188322
DEZBIW,Co,+2,d7,N,4,0.5500,0.6900,-0.2596,-0.1612,0.1400,0.4435,0.1129,980076088573,566027928279,578244701865
DEZFOG,Sc,,,"C,N",1-1,6.2800,3.3700,0.7980,0.5276,2.9100,0.6508,0.3016,737528922505,7237417439,445160616243
DEZPAA,Cu,+2,d9,N,1-1,3.8700,5.9000,0.5877,0.7709,2.0300,0.3961,0.2078,397511710521,256413616383,552129429765
DEZXIQ,Cu,+2,d9,"N,O",2-1-1,0.8000,5.0300,-0.0969,0.7016,4.2300,0.1372,0.7256,844538436676,506953119419,907541063197
DIBLAD,V,,,,,0.7600,0.8800,-0.1192,-0.0555,0.1200,0.4634,0.0732,591451395405,951759885707,280531446383
DIBMIN,Ru,+2,d6,"C,N",1-1,5.5300,6.1200,0.7427,0.7868,0.5900,0.4747,0.0506,729987000776,14064199807,880796116932
DIBPUB,Ru,+2,d6,"C,N,P",1-1-1-1,0.5000,0.8200,-0.3010,-0.0862,0.3200,0.3788,0.2424,854907970004,796647753442,47087179582
DICCAU,Cu,+2,d9,N,2-2,7.3300,15.7300,0.8651,1.1967,8.4000,0.3179,0.3643,891362825495,787800148782,673881160185
DICCIC,Cu,+2,d9,N,1-1,0.3500,0.9000,-0.4559,-0.0458,0.5500,0.2800,0.4400,396913076446,2703233151,263138069680
DICKIK,Cu,+2,d9,,,0.3600,0.8400,-0.4437,-0.0757,0.4800,0.3000,0.4000,787331545218,468987099935,440342762181
DICTIU,Ru,+2,d6,"C,N,P",1-1-1-1,5.5700,6.1500,0.7459,0.7889,0.5800,0.4753,0.0495,886032169093,128295641441,840821505808
DICTUG,Ru,+2,d6,"C,N,P",1-1-1-1,0.6900,0.9200,-0.1612,-0.0362,0.2300,0.4286,0.1429,431609909478,377703477330,286037329738
DIDHAC,Zr,,,,,0.5100,3.0500,-0.2924,0.4843,2.5400,0.1433,0.7135,65649745740,18621709442,238478238351
DIDHUX,Ru,+2,d6,"N,P,S",2-1-1,9.5900,7.8500,0.9818,0.8949,1.7400,0.5499,0.0998,655928839332,248528133515,518466293844
DIDROZ,Sc,,,,,1.0900,1.5700,0.0374,0.1959,0.4800,0.4098,0.1805,491717858854,541632409417,423311652701
DIDSEQ,Sc,,,,,1.1100,6.8400,0.0453,0.8351,5.7300,0.1396,0.7208,911007480177,667388544961,108978083545
DIDSIV,Co,+2,d7,,,0.6200,0.6400,-0.2076,-0.1938,0.0200,0.4921,0.0159,406890916310,804239064651,281213114687
DIDTAO,Co,+2,d7,,,4.7700,5.9500,0.6785,0.7745,1.1800,0.4450,0.1101,226450103978,678638081396,388098115097
DIDTES,Co,+2,d7,,,0.6000,5.9100,-0.2218,0.7716,5.3100,0.0922,0.8157,302921656057,142334569388,546579725665
DIDTIW,Co,+2,d7,,,0.4500,1.0200,-0.3468,0.0086,0.5700,0.3061,0.3878,560223172295,28978673567,829933611117
DIDTOC,Co,+2,d7,,,4.5500,5.8400,0.6580,0.7664,1.2900,0.4379,0.1242,705900151163,289164064988,93438381944
DIFNEN,Cu,+2,d9,N,2,0.5100,5.3400,-0.2924,0.7275,4.8300,0.0872,0.8256,165285245545,788286662584,824346903594
DIFNIR,Cu,+2,d9,,,5.0200,6.5800,0.7007,0.8182,1.5600,0.4328,0.1345,361598451626,828433820036,576687934948
DIFPIU,V,,,P,1-1,1.2300,6.0100,0.0899,0.7789,4.7800,0.1699,0.6602,895909313355,941055685653,892552373519
DIHNEO,Zn,+2,d10,,,0.8800,5.9400,-0.0555,0.7738,5.0600,0.1290,0.7419,835200427385,889785372349,996565547074
DIHNEP,Pt,+2,d8,"Br,P",1-1,0.3400,5.4800,-0.4685,0.7388,5.1400,0.0584,0.8832,697383988081,285364886140,453050467449
DIHNIT,Pt,+2,d8,"I,P",1-1,0.5100,5.5800,-0.2924,0.7466,5.0700,0.0837,0.8325,134236940557,997659359769,266517379001
DIHRIX,Cd,,,,,4.1200,5.9400,0.6149,0.7738,1.8200,0.4095,0.1809,648151324719,565230683019,894762730663
DIJBEF,Ti,,,N,1-1,0.2000,5.2600,-0.6990,0.7210,5.0600,0.0366,0.9267,914668909829,609586611994,271472630762
DIJBIJ,Ti,,,,,0.2200,5.3400,-0.6576,0.7275,5.1200,0.0396,0.9209,233298810747,472569779197,468014355574
DIJQOE,Zr,,,"Cl,O",1-1,0.6900,1.8000,-0.1612,0.2553,1.1100,0.2771,0.4458,616410900984,446306122842,376277675362
DIJTID,Cr,,,"Cl,N",1-1,0.7800,1.4800,-0.1079,0.1703,0.7000,0.3451,0.3097,592621434129,605714086321,641683141706
DIKFUY,Rh,+3,d6,C,1-1,17.6200,13.5000,1.2460,1.1303,4.1200,0.5662,0.1324,637145370580,589599290996,738583941662
DIKYAY,V,,,,,0.9800,5.9600,-0.0088,0.7752,4.9800,0.1412,0.7176,344617309131,263485868691,880741971793
DILBIK,Zn,+2,d10,,,9.2400,9.6700,0.9657,0.9854,0.4300,0.4886,0.0227,806656841432,116568541371,68264444442
DILTEZ,Cu,+2,d9,"N,O",2-2,4.6200,6.2600,0.6646,0.7966,1.6400,0.4246,0.1507,463533369787,586823706920,448435849747
DIMDAI,Cu,+2,d9,"N,O",1-1,0.3800,5.7400,-0.4202,0.7589,5.3600,0.0621,0.8758,70302692426,78337881164,191282266689
DINBIN,Cd,,,N,1-1,0.8500,4.5200,-0.0706,0.6551,3.6700,0.1583,0.6834,165304568345,18139426809,930686553381
DINVEE,Cu,+2,d9,N,1-1,4.4600,6.3900,0.6493,0.8055,1.9300,0.4111,0.1779,215258624600,530722495934,453750215711
DIPHOB,Co,+2,d7,"Cl,N",1-1,0.8700,5.1900,-0.0605,0.7152,4.3200,0.1436,0.7129,149551494382,243400099569,441389978158
DIPKAR,Cu,+2,d9,N,1-1,7.2200,14.1200,0.8585,1.1498,6.9000,0.3383,0.3233,461494414072,90230053741,229317638154
DIPLIA,Cd,,,,,5.0800,6.9400,0.7059,0.8414,1.8600,0.4226,0.1547,775621752677,852313627188,391948712248
DIPLOG,Cd,,,,,5.3500,6.9200,0.7284,0.8401,1.5700,0.4360,0.1280,947458865140,104194810077,524790301998
DIPMAT,Cd,,,,,1.3900,4.7100,0.1430,0.6730,3.3200,0.2279,0.5443,439657998998,813988827003,122556295832
DIPPAV,Cu,+2,d9,"N,O",1-1,0.4900,0.7600,-0.3098,-0.1192,0.2700,0.3920,0.2160,43108522699,862630459483,60968002837
DIPTEE,Cu,+2,d9,,,8.8600,14.9600,0.9474,1.1749,6.1000,0.3720,0.2561,955679437015,82381337394,163062279396
DIQMOJ,Fe,+2,d6,,,4.6800,6.4500,0.6702,0.8096,1.7700,0.4205,0.1590,7414360507,999621146216,957803688988
DIRFIW,Mo,,,,,0.5100,5.5000,-0.2924,0.7404,4.9900,0.0849,0.8303,585614488542,42167916214,824654386794
DIRHIX,Fe,+2,d6,"C,P",1-1,0.2800,5.4700,-0.5528,0.7380,5.1900,0.0487,0.9026,879580327007,293596948449,245033365147
DISWOU,Zn,+2,d10,,,4.8900,6.0400,0.6893,0.7810,1.1500,0.4474,0.1052,442337949378,539341878992,655311136417
DISYAG,Cu,+2,d9,N,1-1,0.5400,0.7700,-0.2676,-0.1135,0.2300,0.4122,0.1756,701470265007,375636513486,423934585209
DISYEK,Cu,+2,d9,N,1-1,4.5700,6.0000,0.6599,0.7782,1.4300,0.4324,0.1353,176351761195,397105658560,893652166320
DITDAN,Cu,+2,d9,N,1-1,0.6900,6.4100,-0.1612,0.8069,5.7200,0.0972,0.8056,16951120996,356090613288,63196047156
DITLAW,Co,+2,d7,,,0.4900,5.8300,-0.3098,0.7657,5.3400,0.0775,0.8449,300083248125,523807740721,3370988672
DITPUS,Re,,,,,1.0700,1.1000,0.0294,0.0414,0.0300,0.4931,0.0138,187737625485,60098402463,576532895472
DITQED,Re,,,,,1.1100,6.5900,0.0453,0.8189,5.4800,0.1442,0.7117,203492241069,749192760289,41606756220
DITROO,Ru,+2,d6,Cl,1-1,5.8200,5.9000,0.7649,0.7709,0.0800,0.4966,0.0068,283040432451,863396827484,923662853053
DITSAB,Ru,+2,d6,"C,Cl,N",1-1-1-1,5.5700,6.0900,0.7459,0.7846,0.5200,0.4777,0.0446,982530967390,439407940904,779813507841
DITWEL,Zn,+2,d10,,,5.9300,8.5700,0.7731,0.9330,2.6400,0.4090,0.1821,399644333362,549719182832,678600117127
DIVKEA,Zn,+2,d10,,,7.9100,8.8400,0.8982,0.9465,0.9300,0.4722,0.0555,410867973684,887980073908,857307156160
DIVVEM,W,,,,,4.8600,5.5300,0.6866,0.7427,0.6700,0.4678,0.0645,295583576372,461759988618,87694064289
DIVVIQ,Mo,,,"N,P",1-1,5.1300,5.7800,0.7101,0.7619,0.6500,0.4702,0.0596,283291276530,407443017823,393794397144
DIVVOW,W,,,,,5.2700,5.9800,0.7218,0.7767,0.7100,0.4684,0.0631,946539218781,546890818167,648896521941
DIVVUC,Nb,,,,,0.7600,6.1300,-0.1192,0.7875,5.3700,0.1103,0.7794,163210334006,326795272506,239535466333
DIVWAJ,Ta,,,,,0.7400,5.6500,-0.1308,0.7520,4.9100,0.1158,0.7684,225720807976,390088112894,933452375943
DIVWEN,Nb,,,"N,P",1-1,0.3800,0.7600,-0.4202,-0.1192,0.3800,0.3333,0.3333,157529408549,997101001947,60997567099
DIVWIR,Ta,,,,,4.8000,5.5200,0.6812,0.7419,0.7200,0.4651,0.0698,321018795524,546719668029,545867239677
DIVWOV,Rh,+3,d6,"C,N",2-1-1,4.7800,5.7500,0.6794,0.7597,0.9700,0.4539,0.0921,508668642570,323642891649,360440576686
DIWQEI,Pt,+2,d8,"C,N",2-1-1,5.8500,6.9400,0.7672,0.8414,1.0900,0.4574,0.0852,549594358214,603176992647,746618928341
DIXCEV,Mn,,,"O,P",1-1,0.2200,3.8400,-0.6576,0.5843,3.6200,0.0542,0.8916,7801600450,307868138027,468829524617
DIXCIZ,Mn,,,"Cl,P",1-1,0.3300,5.9800,-0.4815,0.7767,5.6500,0.0523,0.8954,256947507246,893231010699,417183154015
DIXNUU,Hg,,,,,1.3000,6.7400,0.1139,0.8287,5.4400,0.1617,0.6766,348605697101,244259919876,192881949999
DIXWIS,Ru,+2,d6,"C,O",1-1,0.3500,1.9000,-0.4559,0.2788,1.5500,0.1556,0.6889,601572388127,832956670060,341009390941
DIYKEF,Ru,+2,d6,,,4.7400,5.7800,0.6758,0.7619,1.0400,0.4506,0.0989,530687803665,422991385580,17439276070
DIYNOS,Ru,+2,d6,,,0.4100,1.6200,-0.3872,0.2095,1.2100,0.2020,0.5961,631656474997,338619517943,920815200239
DIYQUX,Cd,,,,,2.1900,7.1700,0.3404,0.8555,4.9800,0.2340,0.5321,232147269852,415836747370,458601014042
DIYSEK,V,,,"N,O",1-1,0.4100,5.5700,-0.3872,0.7459,5.1600,0.0686,0.8629,864251133965,922578111284,613275187020
DIYSIO,V,,,"N,O",1-1,0.4300,5.6200,-0.3665,0.7497,5.1900,0.0711,0.8579,733447817549,1576924994,979524799522
DIYTIR,Cr,,,"C,O",1-1,5.1300,5.8600,0.7101,0.7679,0.7300,0.4668,0.0664,734878464033,120818677878,684084223992
DIYVEM,Hg,,,,,5.7600,7.1100,0.7604,0.8519,1.3500,0.4476,0.1049,27836222714,92896943117,587230139939
DIYXAK,Zn,+2,d10,,,0.7900,6.5400,-0.1024,0.8156,5.7500,0.1078,0.7844,533148010230,790615758956,724838974249
DIYXEO,Zn,+2,d10,,,4.9100,5.2600,0.6911,0.7210,0.3500,0.4828,0.0344,812049188934,882212284541,698117531910
DIYYIV,Mo,,,,,0.5100,2.0000,-0.2924,0.3010,1.4900,0.2032,0.5936,346386616603,926324225321,310716495466
DIZCOG,Cu,+2,d9,"N,O",1-1,4.0500,5.1800,0.6075,0.7143,1.1300,0.4388,0.1224,424483556055,42057492342,911031579475
DIZCUK,Mo,,,,,4.9000,5.4700,0.6902,0.7380,0.5700,0.4725,0.0550,484927875839,770003205670,8845621816
DIZMAA,Mo,,,,,4.7600,6.5200,0.6776,0.8142,1.7600,0.4220,0.1560,41359186924,184796681146,479622123689
DIZMEE,Mo,,,,,0.6600,0.8100,-0.1805,-0.0915,0.1500,0.4490,0.1020,632094859101,326979868428,731213814087
DIZNEH,Nb,,,O,1-1,0.3700,3.7400,-0.4318,0.5729,3.3700,0.0900,0.8200,598597241582,684725675013,819524432244
DIZNUX,Nb,,,O,1-1,0.3700,5.8700,-0.4318,0.7686,5.5000,0.0593,0.8814,823946580500,346793385884,145353557351
DIZQEJ,Co,+2,d7,"N,P",1-1,0.2300,1.0900,-0.6383,0.0374,0.8600,0.1742,0.6515,478925796554,776692289421,66287022758
DMAECO,Co,+2,d7,"Br,N",1-1,0.7600,1.5900,-0.1192,0.2014,0.8300,0.3234,0.3532,721698631102,323507668114,205140058963
DMAECO01,Co,+2,d7,"Br,N",1-1,0.6500,5.8600,-0.1871,0.7679,5.2100,0.0998,0.8003,17737208362,980219824176,205140058963
DMAECO02,Co,+2,d7,"Br,N",1-1,0.6500,5.8600,-0.1871,0.7679,5.2100,0.0998,0.8003,17737208362,980219824176,205140058963
DMAECO03,Co,+2,d7,"Br,N",1-1,0.6400,5.8500,-0.1938,0.7672,5.2100,0.0986,0.8028,786025928411,980219824176,205140058963
DMAECU01,Cu,+2,d9,"Br,N",1-1,0.3800,1.3800,-0.4202,0.1399,1.0000,0.2159,0.5682,897876753170,450770422242,737583429750
DMAECU02,Cu,+2,d9,"Br,N",1-1,0.3800,1.3700,-0.4202,0.1367,0.9900,0.2171,0.5657,556111450193,450770422242,737583429750
DMAECU03,Cu,+2,d9,"Br,N",1-1,0.3800,1.3700,-0.4202,0.1367,0.9900,0.2171,0.5657,556111450193,450770422242,737583429750
DMAENI01,Ni,+2,d8,"Br,N",1-1,0.5000,1.4100,-0.3010,0.1492,0.9100,0.2618,0.4764,147808583720,985272266291,989808208090
DMPMPW10,W,,,,,0.1300,1.0600,-0.8861,0.0253,0.9300,0.1092,0.7815,716512626039,730940309184,292324663974
DOBCAC,Fe,+2,d6,,,0.4700,0.5800,-0.3279,-0.2366,0.1100,0.4476,0.1048,741443001925,101219506379,66614385054
DOBCUU,Co,+2,d7,"C,P",1-1,0.2600,5.6400,-0.5850,0.7513,5.3800,0.0441,0.9119,143582505860,249419533248,398451505947
DOBNAJ,Co,+2,d7,,,5.8000,12.0200,0.7634,1.0799,6.2200,0.3255,0.3490,331354173540,126708848060,926675304124
DOBNEN,Fe,+2,d6,,,5.6800,7.7700,0.7543,0.8904,2.0900,0.4223,0.1554,161990706492,163922152276,688545738909
DOBNUE,Os,,,"C,O,P",1-1-1-1,5.3700,6.0600,0.7300,0.7825,0.6900,0.4698,0.0604,109159347523,405240995394,7944434551
DOBTIB,V,,,,,5.5400,6.0400,0.7435,0.7810,0.5000,0.4784,0.0432,285790710287,272292284447,573404947632
DOBTOH,V,,,,,4.7900,5.6700,0.6803,0.7536,0.8800,0.4579,0.0841,871547957451,232319983339,945708346647
DOBTUN,V,,,,,0.1900,0.7400,-0.7212,-0.1308,0.5500,0.2043,0.5914,515157801480,73473338436,263863613543
DOBVAV,V,,,,,4.4700,5.6900,0.6503,0.7551,1.2200,0.4400,0.1201,255233561119,15426964625,626473525709
DOBVUL,Co,+2,d7,,,0.8900,5.2500,-0.0506,0.7202,4.3600,0.1450,0.7101,853645824525,615033902328,406857934271
DOBVUL01,Co,+2,d7,,,0.9000,5.3700,-0.0458,0.7300,4.4700,0.1435,0.7129,123099322563,615033902328,406857934271
DOBWEX,Zr,,,"C,N",1-1,0.6600,5.6400,-0.1805,0.7513,4.9800,0.1048,0.7905,933234690771,352191827921,365086822562
DOBWIB,Zr,,,N,1-1,0.5000,5.5400,-0.3010,0.7435,5.0400,0.0828,0.8344,840829645939,421278140320,931301962622
DOBXEY,Hf,,,N,1-1,0.4100,1.2700,-0.3872,0.1038,0.8600,0.2440,0.5119,60509897065,884053782395,90201184166
DOBXUO,Zr,,,N,1-1,0.3300,6.6100,-0.4815,0.8202,6.2800,0.0476,0.9049,543326000913,509846966888,111223087985
DOBYAV,Zr,,,N,1-1,0.4500,5.4700,-0.3468,0.7380,5.0200,0.0760,0.8480,788455804885,624708243303,513698088417
DOBYEZ,Hf,,,N,1-1,0.3000,5.6000,-0.5229,0.7482,5.3000,0.0508,0.8983,201948086796,643135618733,747516669640
DOBYID,Hf,,,N,1-1,0.3100,6.3800,-0.5086,0.8048,6.0700,0.0463,0.9073,162498877427,133952755445,69045609077
DOCFUX02,Zn,+2,d10,O,2,0.2000,3.7700,-0.6990,0.5763,3.5700,0.0504,0.8992,12433016681,917974021100,812753218740
DOCGUZ,Fe,+2,d6,,,5.5500,5.9800,0.7443,0.7767,0.4300,0.4814,0.0373,795153381882,908716631643,82744002919
DOCTEX,Re,,,"C,P",1-1-1-1,0.3200,1.2600,-0.4949,0.1004,0.9400,0.2025,0.5949,754060321477,369804677604,546372990149
DOCVOJ,Co,+2,d7,,,1.0200,6.6500,0.0086,0.8228,5.6300,0.1330,0.7340,7834463022,894586658257,930197425849
DOCYON,Fe,+2,d6,P,1-1,0.6600,4.5700,-0.1805,0.6599,3.9100,0.1262,0.7476,960687920799,550954825791,364713530107
DODCAC,Zn,+2,d10,"N,O",1-1,8.0000,5.7000,0.9031,0.7559,2.3000,0.5839,0.1679,629754997595,518052939441,268657577920
DODGUZ,Re,,,C,1-1-1-1,0.1300,1.3300,-0.8861,0.1239,1.2000,0.0890,0.8219,576024732515,251282110355,299447574572
DODRAS,Cu,+2,d9,"Cl,N",1-1,1.0000,1.1000,0.0000,0.0414,0.1000,0.4762,0.0476,113643929979,933584980056,750811673680
DODTOG,Fe,+2,d6,"C,P",1-1,0.3800,1.0600,-0.4202,0.0253,0.6800,0.2639,0.4722,651923135747,169319470899,997644754096
DOFRUO,Ti,,,,,7.4100,8.0300,0.8698,0.9047,0.6200,0.4799,0.0402,807501009985,70219586960,844025640550
DOFSIC,Mo,,,N,1-1,0.1800,5.6200,-0.7447,0.7497,5.4400,0.0310,0.9379,190516928370,81606228140,101791668798
DOFWOM,Re,,,,,1.6300,6.2900,0.2122,0.7987,4.6600,0.2058,0.5884,839290559395,514439459312,119468838857
DOFYIG,Ni,+2,d8,"Cl,P",2-1-1,0.3000,1.0600,-0.5229,0.0253,0.7600,0.2206,0.5588,529160282409,484508561433,149148841991
DOGBEK,Co,+2,d7,,,0.6300,4.8600,-0.2007,0.6866,4.2300,0.1148,0.7705,64503140182,183084054364,270441459015
DOGGEM,Zr,,,"As,N",1-1,2.6900,7.0500,0.4298,0.8482,4.3600,0.2762,0.4476,239614369825,803047768914,233475717891
DOGGIQ,Zr,,,"As,N",1-1,6.9900,7.0800,0.8445,0.8500,0.0900,0.4968,0.0064,349814411432,64505966183,289254286386
DOGHEO,Cu,+2,d9,"Cl,N",1-1,0.4600,1.5000,-0.3372,0.1761,1.0400,0.2347,0.5306,778269127933,234318064071,600635401890
DOGHOY,Fe,+2,d6,,,0.5100,5.8200,-0.2924,0.7649,5.3100,0.0806,0.8389,254954110714,162732501238,674959188647
DOGKUF,Cr,,,,,9.4200,13.0600,0.9741,1.1159,3.6400,0.4190,0.1619,964072042460,26727792872,950590173789
