refcode,metal,oxidation_state,d_count,metal_row,donor_set,S_Oh,S_TPr,JT_proxy,L0_hash,L1_hash,L3_hash
ADUKAM,Ru,+2,d6,5,"Cl,N,P",5.5500,12.7900,5.5500,871110622955,962505218048,445672381142
ADUMAP,Pt,+4,d6,6,"C,F,N,P",3.6700,5.8500,3.6700,405041103590,570307602334,522525498704
ADUMET,Pt,+4,d6,6,"Br,C,N,P",6.0300,6.5900,6.0300,760159061993,525634254069,600618127706
ADUMIX,Pt,+4,d6,6,"C,N,P",5.6700,7.9000,5.6700,529596219663,524683673321,101888968663
ADUPAU,Mo,,,5,"Br,N",0.5300,6.6600,0.5300,559514830818,168334019839,264084855442
ADURAU,Os,,,6,"Cl,N,O",5.1400,6.3700,5.1400,397057123470,671652191852,852796311551
ADUREY,Os,,,6,"Cl,N,O",6.1600,6.2900,6.1600,623938238389,46203898140,137888858438
ADURIC,Os,,,6,"N,S",5.8700,7.0700,5.8700,770795769638,50907640028,624878295196
ADUSAU,Co,+3,d6,4,"N,O",0.0100,5.6600,0.0100,334941418449,684458857339,663290836924
ADUXII,Co,+3,d6,4,"Br,N",3.9700,6.0800,3.9700,127246379236,855240071289,743657051004
ADUXOO,Cr,,,4,N,4.0000,4.2800,4.0000,41926957006,51802780385,642585958558
ADUZIJ,Ru,+2,d6,5,"Cl,N,P",3.9700,6.3200,3.9700,637883763127,42555473617,330556106217
ADUZOP,Ru,+2,d6,5,"Cl,N,P",6.0800,9.1800,6.0800,375500461915,320493313249,233638581473
AEAMNI01,Ni,+2,d8,4,N,4.0900,9.2300,4.0900,553477416014,359417737658,21375067831
AEAMNI11,Ni,+2,d8,4,N,0.2800,4.6800,0.2800,460425045011,56323258303,21375067831
AEAMNI12,Ni,+2,d8,4,N,0.2600,6.8300,0.2600,23338965401,404324728792,21375067831
AENAZN10,Zn,+2,d10,4,"N,O",0.0300,5.7700,0.0300,368957128778,275989557600,39682601509
AENNIN,Ni,+2,d8,4,"N,O",5.7600,12.9200,5.7600,223394330267,807657198173,727388503988
AEPYCU,Cu,+2,d9,4,N,0.9000,6.4400,0.9000,795272383006,409012564084,886671175976
AETSFE,Fe,+2,d6,4,"N,S",6.2900,12.7400,6.2900,774528588181,260653898212,78126545249
AFADOC,Hf,,,6,"C,N",4.5700,6.0600,4.5700,389069917279,417172367372,220129962800
AFAFOG,Ru,+2,d6,5,"Cl,N,P",6.2800,7.1500,6.2800,635203862461,55300262808,166780992927
AFAJAS,Ru,+2,d6,5,"Cl,N,O,P",4.1300,9.1700,4.1300,514591541749,155970689760,910206304389
AFAJEW,Ru,+2,d6,5,"Cl,N,O,P",6.1200,8.6400,6.1200,63461542737,181522268036,349087158286
AFAJIA,Ru,+2,d6,5,"Cl,N,O,P",4.1800,6.0000,4.1800,683584081905,359433015596,349087158286
AFANEB,Fe,+2,d6,4,N,3.6600,4.5600,3.6600,228926831103,74710183971,594380257454
AFANEB02,Fe,+2,d6,4,N,4.6700,4.7700,4.6700,127455286829,462472100158,594380257454
AFAPEC,Pt,+4,d6,6,"Cl,N,O",5.8200,6.9100,5.8200,236088276418,70780569327,566157416229
AFAPUS,Cd,,,5,N,4.9500,9.8100,4.9500,898009665257,515241112649,960225289761
AFAQAZ,Cd,,,5,N,3.8700,5.8000,3.8700,267785461768,983756212256,645688238122
AFAQAZ01,Cd,,,5,N,4.1200,7.3700,4.1200,548023935555,824239192810,645688238122
AFAQAZ02,Cd,,,5,N,4.1100,7.9100,4.1100,451917422819,824239192810,645688238122
AFAROO,Mn,,,4,"C,N",4.0500,5.9300,4.0500,744495919441,666547099444,587018974531
AFASUW,Cu,+2,d9,4,"N,O",0.2900,5.6500,0.2900,932341529889,773737112602,933062288863
AFATEG,Ni,+2,d8,4,"N,O",4.0700,8.5000,4.0700,902583461730,207548265219,84310261906
AFAVAG,Ru,+2,d6,5,,5.2600,6.0800,5.2600,845744056840,251777217991,780632966581
AFAVEI,Ru,+2,d6,5,"N,O",5.5600,5.8200,5.5600,34577974390,147666377453,52443583308
AFAVIO,Ni,+2,d8,4,"Cl,N",0.3300,5.9700,0.3300,671954003103,224617002563,789902441277
AFAVOV,Cd,,,5,N,4.5800,5.8600,4.5800,978663331870,701478433776,39932768853
AFAWOV,Co,+3,d6,4,"N,O",0.2400,6.6100,0.2400,790937137602,512561668225,366801973289
AFAXIO,Mn,,,4,"Cl,N,O",6.5500,7.4600,6.5500,36325580309,950754361066,131648117824
AFAYEL,Mn,,,4,"N,O",6.0800,6.1100,6.0800,190386226561,988448732692,92725966189
AFEDIZ,Mn,,,4,"N,O",4.2300,8.7100,4.2300,679096223075,143533701582,702651395155
AFEDOF,Co,+3,d6,4,O,0.0300,5.7500,0.0300,516808891505,511748482863,589191750368
AFEDUL,Ru,+2,d6,5,"Cl,N,O,S",5.6800,7.0100,5.6800,953942457410,409012243313,454746433933
AFEJIF,Cd,,,5,"Cl,N,O",0.1300,5.2800,0.1300,670101258926,594642595617,357378126331
AFEJUS,Ru,+2,d6,5,"Br,N,O",6.1600,6.1800,6.1600,614562134207,172655893796,326155566466
AFEKAA,Mo,,,5,O,3.7500,6.2600,3.7500,854811168276,485643102631,736744430783
AFEKAZ,Ru,+2,d6,5,"Br,N,O",4.4800,6.2100,4.4800,884521415397,561753454249,540674542444
AFEKIH,Ru,+2,d6,5,"N,O",3.6100,5.4400,3.6100,944386447095,526992711747,450537283292
AFEKOM,Cr,,,4,O,5.6600,6.0300,5.6600,762663018299,15799451440,657802656889
AFEKUS,Ni,+2,d8,4,"N,O",3.7200,8.7100,3.7200,32597012447,451761468125,71079788168
AFEMAB,Ni,+2,d8,4,O,3.8400,8.5700,3.8400,572233437740,930628082447,432025297947
AFESEM,Mo,,,5,,3.8700,5.6100,3.8700,420888926507,378718035305,854909682645
AFESIQ,Mo,,,5,,3.9000,7.0600,3.9000,514187483637,233350196372,687777029941
AFEWOA,Mn,,,4,"N,O",6.2700,6.9300,6.2700,264236736528,194449755416,419270006759
AFEXOA,Co,+3,d6,4,O,0.0200,5.5500,0.0200,501250007870,900210265550,281906631671
AFEXUG,Cu,+2,d9,4,O,0.0200,5.8600,0.0200,312125588232,114411594745,604407566156
AFEYAN,Ni,+2,d8,4,O,0.0100,5.8200,0.0100,258565416491,889941354602,203799046514
AFIBOH,Cd,,,5,"N,O",6.0700,6.1600,6.0700,164437053577,667539611687,255858609671
AFIBUN,Ni,+2,d8,4,N,4.5700,8.6200,4.5700,738594831512,291619075216,440768039424
AFICIF,Zn,+2,d10,4,"N,O",0.0400,5.7000,0.0400,818852109867,823676472958,562615315462
AFIFII,V,,,4,"N,O",4.2600,5.8200,4.2600,792619723842,964017691511,26328849786
AFIMOU,Cu,+2,d9,4,,3.7800,9.8100,3.7800,80583791999,991152575992,592027088440
AFIQIT,Co,+3,d6,4,"N,O",5.5100,13.1800,5.5100,307343335022,663711694309,770293730726
AFIRUC,W,,,6,"C,P",5.5900,6.8800,5.5900,906743440167,966231246479,221701143118
AFISEO,Nb,,,5,,6.3900,8.9600,6.3900,310490282843,748405751317,999150701351
AFIYUN,Zn,+2,d10,4,"N,O",3.8500,8.5800,3.8500,626981088488,357408412143,798322051014
AFODIJ,Ru,+2,d6,5,N,4.3200,5.9700,4.3200,324939580560,618321595184,575338592060
AFODOP,Ru,+2,d6,5,N,6.0600,6.1400,6.0600,538645629852,559048067153,520180378171
AFOLAJ,Zn,+2,d10,4,O,0.0500,5.2700,0.0500,490730045306,804971188003,276943968835
AFOLEN,Mn,,,4,"N,O",0.0300,5.7100,0.0300,559917478040,641781243982,186174385814
AFOLIQ,Mn,,,4,"N,O",6.1300,6.4400,6.1300,231430041446,23891397992,110853121009
AFOLIQ01,Mn,,,4,"N,O",6.1300,12.7900,6.1300,372314457154,178396602712,110853121009
AFOLIQ02,Mn,,,4,"N,O",5.1600,6.9600,5.1600,583536479149,130742825918,110853121009
AFOLIQ04,Mn,,,4,"N,O",6.1300,6.4400,6.1300,231430041446,23891397992,110853121009
AFOLIQ05,Mn,,,4,"N,O",6.1300,6.4400,6.1300,231430041446,23891397992,110853121009
AFOLIQ06,Mn,,,4,"N,O",5.8300,6.9400,5.8300,515837627260,130742825918,110853121009
AFOLUG01,Fe,+2,d6,4,"N,O",5.2000,6.1100,5.2000,780775509220,213016019497,688175804345
AFOMAK,Ni,+2,d8,4,"N,O",3.7800,7.7300,3.7800,481712999791,867217738776,87696793176
AFOMAN,Fe,+2,d6,4,"N,O",6.1100,6.7700,6.1100,467134181422,24504869637,688175804345
AFOMAN02,Fe,+2,d6,4,"N,O",4.2100,8.6800,4.2100,138718424040,997126969728,688175804345
AFOMEQ,Cr,,,4,"I,O",4.6800,6.6000,4.6800,974659158987,128986204885,949833349588
AFOMOB,Fe,+2,d6,4,N,3.8800,9.4200,3.8800,586532897320,816669704617,688175804345
AFOMUG,Ru,+2,d6,5,N,4.6300,8.0600,4.6300,719352217517,384858369047,63859626888
AFOSIA,Cr,,,4,"Cl,I,O",4.4800,4.4900,4.4800,710204482659,64699005209,354622115348
AFOWOH,Os,,,6,"Cl,N",3.6900,5.4800,3.6900,759208283989,516057547309,437798466691
AFOWUN,Re,,,6,"C,N",6.5500,7.8900,6.5500,870175851138,746855705750,216876717216
AFOYAV,Cr,,,4,C,6.2100,12.9100,6.2100,583731220215,826264341723,853985494411
AFOYUS01,Fe,+2,d6,4,N,4.5400,7.6800,4.5400,88398282401,443641875852,250743651301
AFOYUS02,Fe,+2,d6,4,N,5.8800,12.7600,5.8800,957776050525,359878015998,250743651301
AFOZUT02,Fe,+2,d6,4,N,5.4600,7.3300,5.4600,426700014768,151552024532,250743651301
AFUHES,Os,,,6,C,5.7000,13.0000,5.7000,795076511425,867328584700,71087617877
AFUHOB01,Fe,+2,d6,4,N,4.1100,7.5500,4.1100,910134452202,443641875852,250743651301
AFUJIV,Ir,,,6,"C,N,O",5.7100,9.7900,5.7100,17867064178,267529021825,270637394720
AFULIW,Co,+3,d6,4,N,3.9500,8.9600,3.9500,254823928508,402524268114,159663722361
AFULIW01,Co,+3,d6,4,N,5.5800,5.8500,5.5800,718868533425,427286734974,159663722361
AFULOC,Co,+3,d6,4,N,3.7100,5.5000,3.7100,334753338696,693276897496,159663722361
AFULOC01,Co,+3,d6,4,N,0.0600,5.8500,0.0600,16283725670,489291090555,159663722361
AFULOC02,Co,+3,d6,4,N,5.6300,5.8100,5.6300,669511505328,427286734974,159663722361
AFULUI02,Co,+3,d6,4,N,3.4800,5.6400,3.4800,540520654356,204589762090,159663722361
AFUQAT,Ru,+2,d6,5,"Cl,O,S",6.3900,12.9500,6.3900,914104232763,447992027986,765955702478
AFUQAX,Mn,,,4,"Cl,N",4.1200,4.5900,4.1200,483835789254,884933884707,393185453726
AFUQEB,Mn,,,4,"Cl,N,O",3.9100,5.6800,3.9100,979383108229,438733358143,100665950622
AFUQOL,Mn,,,4,"Cl,N",4.0500,6.3100,4.0500,906019360408,835373602664,917322090320
AFUWIJ,Co,+3,d6,4,"N,O",0.0300,5.7300,0.0300,382890514410,713589356200,317689668203
AFUZAE,Ir,,,6,"C,N,O",4.0600,6.3600,4.0600,220303244974,845045865261,633987083107
AFUZIL,Re,,,6,"C,O",0.3200,6.0000,0.3200,527692250904,307983844647,520318272806
AGACAO,Mo,,,5,O,5.9700,7.1700,5.9700,145716404462,36755801423,459523140972
AGACAO01,Mo,,,5,O,3.6600,3.8800,3.6600,766145601413,239085431529,459523140972
AGAGOH,Mn,,,4,N,3.9000,6.3200,3.9000,434621105588,342872356680,21143005352
AGAHUL,Ir,,,6,"Br,C,P",5.3900,6.0400,5.3900,590473237825,697141212868,916674906657
AGALUQ,Zn,+2,d10,4,N,3.7600,4.3500,3.7600,52034452072,20521157328,510223600440
AGAMAX,Zn,+2,d10,4,N,6.0100,6.9300,6.0100,103941940086,740447728757,510223600440
AGAMAX01,Zn,+2,d10,4,N,3.7600,5.9400,3.7600,362077532656,89658304657,510223600440
AGAMIF,Co,+3,d6,4,"Cl,N",1.2200,6.8700,1.2200,680570089941,27640088508,402668803480
AGAMIH,Ni,+2,d8,4,"Cl,N,O",3.5900,7.4100,3.5900,498909922759,955441835566,208899494912
AGANEB,Mo,,,5,,6.2500,7.4800,6.2500,149291096853,924629770295,268090617552
AGANIF,Mo,,,5,,4.3300,6.2700,4.3300,39303803026,502683654876,785940712634
AGAQAB,Ru,+2,d6,5,"N,O,P",6.0300,12.9900,6.0300,765402387543,514261535550,696831597012
AGASIL,V,,,4,"N,O",6.3500,12.9600,6.3500,644742456850,190361522497,550050351621
AGASUW,Ru,+2,d6,5,"N,O",5.5000,6.3900,5.5000,67695170338,46376430174,546006871968
AGAWAJ,Cu,+2,d9,4,"N,O",0.9900,5.4000,0.9900,15276414138,631896696262,693435138999
AGAYEN,Mn,,,4,"C,N,O",6.3200,12.5900,6.3200,644028138227,641360739984,773038665971
AGAYIR,Mn,,,4,"C,N",4.1200,6.4100,4.1200,545712841001,907501287629,11791293501
AGAYUD,Mn,,,4,"C,N",6.0100,7.0200,6.0100,723017352535,625338874854,972653682881
AGAZAK,Mn,,,4,"C,N",3.7000,5.7700,3.7000,361024461538,745302421777,387411678064
AGEBOG,Ni,+2,d8,4,O,3.6200,7.4900,3.6200,859697866343,313817837692,610444069845
AGECEU,Re,,,6,"N,O",5.4500,7.5000,5.4500,897365699365,127530563366,193111496951
AGECOE,Re,,,6,N,3.9400,6.0600,3.9400,331230732419,904164512591,834989441653
AGEDEV,Fe,+2,d6,4,"Cl,N,P",3.9900,4.6900,3.9900,626151475069,391116335756,399532515391
AGEDIA,Zn,+2,d10,4,N,3.3800,8.4200,3.3800,226475384712,580412854988,930570439021
AGEDOG,Zn,+2,d10,4,N,0.6400,8.9400,0.6400,855156230927,658422895289,907963358047
AGEDUM,Os,,,6,"Cl,N",0.2000,5.8500,0.2000,651998530918,45647849276,726473862169
AGEFAU,Os,,,6,"Cl,N",5.8900,12.9600,5.8900,685683832487,924160193569,142630841959
AGEGUO,V,,,4,"N,O",6.0700,7.4900,6.0700,30130415020,171545887160,498682844361
AGEJEE,Zn,+2,d10,4,"N,O",0.2700,5.2900,0.2700,159317330704,690198650039,872425444634
AGEMAB,Ir,,,6,"C,N,O",4.9700,5.9400,4.9700,654612681732,326473750150,812320748254
AGEMEF,Ir,,,6,"C,N,O",5.3200,6.8500,5.3200,644150497353,62772687606,920571756259
AGENAF,Mn,,,4,,3.8600,7.4600,3.8600,73827396421,461551953004,422260920922
AGENEJ,Cu,+2,d9,4,,4.5100,5.1300,4.5100,772713354117,216180518228,603103021955
AGENIN,Zn,+2,d10,4,,3.9200,4.9600,3.9200,124850195455,692806232856,435729044898
AGEPAH,Ni,+2,d8,4,"N,O",3.8500,5.2300,3.8500,54019304870,85158676311,66149103082
AGEPOU,Ru,+2,d6,5,"Cl,N,P",6.3900,7.3700,6.3900,404202104086,262769467617,188565309260
AGESOV,Fe,+2,d6,4,C,0.0400,5.5900,0.0400,803068308960,694226274954,474018720532
AGETOW,Zn,+2,d10,4,,3.6400,9.0800,3.6400,25780764776,132802618344,579551060046
AGETUC,Zn,+2,d10,4,N,7.0300,7.1300,7.0300,86946717740,466514503113,137117625126
AGEVAK,Zn,+2,d10,4,N,3.6800,8.4300,3.6800,528859086636,268394494148,137117625126
AGEVUD,Zn,+2,d10,4,O,5.6200,6.5300,5.6200,253356640360,743854840407,557025364131
AGEXOA,Cu,+2,d9,4,"N,O",0.4600,6.6700,0.4600,82288170006,543747166447,671117918664
AGIDIF,Ni,+2,d8,4,N,4.2600,7.2000,4.2600,423318109187,345006855815,895811662591
AGIGEC,Ru,+2,d6,5,"C,Cl,N",6.3000,6.3400,6.3000,479698257435,451807639763,996461671690
AGIHII,Cu,+2,d9,4,"N,O",0.4500,6.0000,0.4500,905246265187,713420738174,78768740955
AGIHOO,Cu,+2,d9,4,"N,O",0.8500,5.9500,0.8500,35953004738,183249642736,630097825364
AGIQOZ,Ru,+2,d6,5,"Br,C,N,P",6.3300,7.1700,6.3300,423382947544,224028617150,210858502575
AGIQUF,Ru,+2,d6,5,"Br,C,N,P",4.7200,6.7200,4.7200,562746488544,796828710137,951499875759
AGIQUF03,Ru,+2,d6,5,"Br,C,N,P",5.7600,7.7900,5.7600,886556361306,796828710137,951499875759
AGISEQ,Ru,+2,d6,5,"Cl,N,P",3.4000,3.9200,3.4000,16812897787,115440769773,91822156892
AGISOB,Ru,+2,d6,5,"C,N,P,S",5.4000,6.6400,5.4000,111887448910,939460545030,994458754798
AGIVIY,Zn,+2,d10,4,"N,O",3.9200,3.9600,3.9200,517377196791,484110188108,174793266601
AGIZEX,Fe,+2,d6,4,N,3.9100,4.7800,3.9100,405598480816,621791407992,836328891939
AGIZIA,Cd,,,5,O,3.7500,6.9700,3.7500,837213392163,111258488137,107963812065
AGLCMN,Mn,,,4,O,5.3100,7.1600,5.3100,800462103385,928752932654,357809934272
AGLCMN01,Mn,,,4,O,3.6200,4.2800,3.6200,583011947978,791853775186,357809934272
AGLCMN02,Mn,,,4,O,4.2400,4.9200,4.2400,792508362120,18415704283,357809934272
AGLYZN01,Zn,+2,d10,4,O,0.2300,4.8200,0.2300,458566491778,28837372467,364444126209
AGOBUT,Re,,,6,"C,N,O",4.6000,10.0400,4.6000,284626010493,424972240947,887125433616
AGOCAA,Re,,,6,"C,N,O",3.3800,9.3100,3.3800,779104621613,538876195475,953009597147
AGOCEE,Re,,,6,"C,N,O",6.1500,7.2300,6.1500,524618307469,865036236857,455001667328
AGODEG,Co,+3,d6,4,"C,P,S",0.2700,6.3800,0.2700,332235158757,883183038539,6745618460
AGOFEI,Cr,,,4,"Cl,N",4.9100,7.1200,4.9100,253269716712,703518958851,270418825453
AGOGAG,Cu,+2,d9,4,"N,O",4.6000,5.4700,4.6000,870112141005,654815404254,123468347750
AGOHUD,Cd,,,5,"N,O",4.8000,6.6400,4.8000,271895704936,121450366869,626808856762
AGOHUZ,Ru,+2,d6,5,N,3.8100,8.7300,3.8100,497000887892,260622390525,540986059452
AGOJIP,Cu,+2,d9,4,N,5.0700,6.0600,5.0700,597148942211,316889201095,710589339965
AGOKEO,Cu,+2,d9,4,"N,O",4.3400,6.0000,4.3400,53693520982,943274336285,123468347750
AGOMIU,Ru,+2,d6,5,N,0.0800,5.8000,0.0800,734207546568,108007005581,453563861969
AGOPIX,Co,+3,d6,4,O,0.0600,6.0900,0.0600,352554109928,455539268077,484533963208
AGOQIX,Ru,+2,d6,5,"Cl,N,O,S",5.7600,13.3000,5.7600,991705187794,34453878337,442248781768
AGOSUL,Ni,+2,d8,4,"N,O",3.7600,6.1100,3.7600,120004379144,457856618502,851634717941
AGOTOG,Re,,,6,"Cl,P",5.6400,13.3000,5.6400,690483664283,509706934651,189705797213
AGOTUM,Re,,,6,"Br,O,P",4.6800,7.9900,4.6800,782873225751,3505995244,191780667672
AGOVAU,Re,,,6,"Cl,O,P",4.5800,4.6600,4.5800,441607946541,694028241828,681603545367
AGOVEY,Re,,,6,"Br,O,P",1.0600,6.1100,1.0600,445872596482,544051157250,718056108046
AGOVIB,Cu,+2,d9,4,"N,O",0.3000,5.5300,0.3000,706278239224,708272795992,87986364149
AGOVOH,Zn,+2,d10,4,"N,O",0.1800,5.0600,0.1800,966281580785,894054520508,940299977148
AGOXIE,Cd,,,5,,5.8000,7.6100,5.8000,149371571532,953291163792,905878260899
AGOYAX,Ru,+2,d6,5,"N,P,S",4.1100,8.4800,4.1100,228388401876,594288937094,569123618630
AGOYIF,Co,+3,d6,4,N,5.2400,13.4300,5.2400,816846139374,64530479666,957212155142
AGOZIJ,Cd,,,5,"Cl,N,O",0.8800,5.1600,0.8800,326602150463,834953141245,295248773214
AGOZOL,Co,+3,d6,4,O,0.0700,5.9200,0.0700,101869752930,200812077547,712867112636
AGOZOL01,Co,+3,d6,4,O,0.0700,5.7800,0.0700,144309914231,200812077547,712867112636
AGOZUR,Ni,+2,d8,4,O,0.0500,5.8100,0.0500,642141484499,664349561838,916090180731
AGOZUR01,Ni,+2,d8,4,O,0.0500,5.9000,0.0500,209415025554,664349561838,916090180731
AGUBAF,Mn,,,4,O,0.0500,6.0200,0.0500,565457356363,116567866740,800131893045
AGUBAF01,Mn,,,4,O,0.0500,5.5000,0.0500,488305156225,116567866740,800131893045
AGUBEJ,Co,+3,d6,4,"N,O",0.0200,5.8700,0.0200,475851726072,80526235174,177259390656
AGUBIN,Mn,,,4,O,3.6700,5.6400,3.6700,350384567962,934366000089,441805420695
AGUBOT,Ir,,,6,"C,N",6.6500,7.6400,6.6500,395108729742,685271970237,194971013544
AGUDIQ,Fe,+2,d6,4,"N,O",6.0800,7.6800,6.0800,979866157257,228206602655,654839843071
AGUFEN,Y,,,5,,7.9800,17.6300,7.9800,91251122346,758917167003,286837220031
AGUFIR,La,,,6,,1.5100,8.5500,1.5100,791607580029,621980252420,687091450054
AGUFUG,Mn,,,4,"N,O",0.4000,5.7700,0.4000,181257054867,407638090525,916002237494
AGUGAN,Mn,,,4,"N,O",5.9500,6.1200,5.9500,310887114966,831422490608,432684521145
AGUGIS,Fe,+2,d6,4,"Cl,N",4.9200,7.0900,4.9200,711078726656,588268277819,446486521788
AGUJUH,Mn,,,4,"Cl,N",6.2800,13.2600,6.2800,908268721737,270935492966,76650924760
AGULIX,V,,,4,"N,O",4.1200,8.6900,4.1200,576772778049,910123273355,869073146939
AGULUL,Fe,+2,d6,4,"Cl,N",4.2900,6.5500,4.2900,361896591854,351133989154,882418207
AGUMAS,Fe,+2,d6,4,"Cl,N",4.2500,5.7300,4.2500,511148418415,482415291116,882418207
AGUNEX,W,,,6,"C,P",4.1900,5.7100,4.1900,373737342875,541430617792,554714536211
AGUNIB,Co,+3,d6,4,"N,O",0.0900,5.4800,0.0900,743815872492,566933183537,811303225312
AGUNOH,Co,+3,d6,4,"N,O",5.6900,8.6500,5.6900,298984927215,405893680032,799500689114
AGUREC,Co,+3,d6,4,N,4.2100,5.6500,4.2100,416960154959,775743528287,445589063455
AGUREC02,Co,+3,d6,4,N,4.7000,4.8500,4.7000,642316915207,303610088706,445589063455
AGUREC03,Co,+3,d6,4,N,5.5800,7.0300,5.5800,855353778370,839438583976,445589063455
AGUTAZ,Co,+3,d6,4,"Cl,N",0.5100,7.0500,0.5100,898465905943,798272190261,742292090266
AGUWEE,Mn,,,4,"N,O",0.0200,5.8600,0.0200,381322264269,684762871364,852513155841
AGUYEJ,Pt,+4,d6,6,Cl,0.0000,5.7100,0.0000,83576008062,182188442872,806751441118
AGUYIN,Re,,,6,Cl,0.0000,5.6900,0.0000,563827613176,504550360030,527420227678
AGUYUW,Fe,+2,d6,4,"N,O",0.0200,5.5500,0.0200,574086731274,858355557898,315658646378
AGUYUY,Fe,+2,d6,4,,3.8900,7.2100,3.8900,938896248381,230021546918,714695158372
AGUZAD,Fe,+2,d6,4,"N,O",0.0100,5.5100,0.0100,94218673552,655642231878,920339828879
AHABAN,Zr,,,5,"N,O",4.0200,5.7500,4.0200,525804092495,342579640706,130836114865
AHABEU,Mo,,,5,,4.4900,9.9900,4.4900,901021106470,704304509085,745028161715
AHACIV,Co,+3,d6,4,"N,O",6.8700,8.9400,6.8700,897709628416,213246130005,721560698155
AHACOB,Ni,+2,d8,4,"N,O",5.7200,6.6700,5.7200,587522265099,935310495979,40954879839
AHACUH,Cu,+2,d9,4,"N,O",0.4000,6.7900,0.4000,226718156084,282565491190,853915413232
AHADES,Ru,+2,d6,5,"Cl,N,P",4.2800,6.7300,4.2800,287757479079,407295085123,910474384726
AHADEV,Co,+3,d6,4,N,0.6300,4.5300,0.6300,140692753865,61628378981,445589063455
AHADEV01,Co,+3,d6,4,N,3.9400,7.7600,3.9400,848087854387,182190537015,445589063455
AHADEV02,Co,+3,d6,4,N,3.9700,4.6200,3.9700,682693783665,170028232333,445589063455
AHADIW,Ru,+2,d6,5,"Cl,N,P",6.3900,7.6400,6.3900,338716343853,855065707669,911229712432
AHADOF01,Co,+3,d6,4,N,5.1200,7.2200,5.1200,658263874955,182190537015,445589063455
AHADUL,Co,+3,d6,4,N,5.4500,12.4300,5.4500,927802202063,985570177622,445589063455
AHADUL02,Co,+3,d6,4,N,3.8200,8.2600,3.8200,865600605893,182190537015,445589063455
AHAFIA,Zn,+2,d10,4,N,4.4200,6.2500,4.4200,762510809614,21125883165,137117625126
AHAFIB,Co,+3,d6,4,N,5.1400,7.1100,5.1400,976321134248,775743528287,445589063455
AHAFUM,Zn,+2,d10,4,N,4.2800,4.8100,4.2800,208007502574,993550782869,137117625126
AHALED,Ru,+2,d6,5,"Cl,N,P",5.8100,7.3500,5.8100,753577040306,788427664930,890339788670
AHALOL,V,,,4,"N,O",5.9500,8.6300,5.9500,140763895886,435227894641,667248397781
AHALUR,V,,,4,"N,O",5.9000,8.4200,5.9000,555326909818,196867428515,109559049544
AHANEF,Ru,+2,d6,5,"N,P",4.4900,6.8600,4.4900,702322712188,578314787719,353730076432
AHAPEF,Cd,,,5,,5.1100,7.3200,5.1100,716403174606,918498679490,799626284116
AHAPIJ,Ni,+2,d8,4,"N,O",0.2600,5.8700,0.2600,746068145077,714943410201,633217804693
AHAPOP,Zn,+2,d10,4,"N,O",6.5300,6.6600,6.5300,770123543050,163433052814,969573496388
AHATUZ,W,,,6,"F,N,P",6.8800,7.4700,6.8800,552871342854,618101653858,278658786503
AHAVUB,Mn,,,4,"N,O",0.0400,5.4800,0.0400,533022984921,127843517872,425637174745
AHDNIC,Ni,+2,d8,4,"N,O",4.5400,8.6700,4.5400,928021094696,913973262675,509462664708
AHDNIC02,Ni,+2,d8,4,"N,O",4.6000,6.2900,4.6000,740096411261,560554050599,509462664708
AHEGON,Co,+3,d6,4,N,0.0200,5.6200,0.0200,20538430368,199188743004,486003377373
AHEHIF,Ru,+2,d6,5,"Cl,N",4.4300,8.2700,4.4300,805410461517,296222325644,659173851320
AHEHIF01,Ru,+2,d6,5,"Cl,N",4.2400,6.3300,4.2400,1162683391,296222325644,659173851320
AHELIL,Ru,+2,d6,5,"Cl,N,P",6.4000,6.6100,6.4000,439629467663,172759741109,157692344905
AHEPAF,Ni,+2,d8,4,"N,O",0.2200,5.2700,0.2200,755771187488,175328827982,997759955810
AHETEO,Mo,,,5,O,3.6300,3.8500,3.6300,29089167721,802943705814,652622288713
AHETIS,Mo,,,5,O,5.8400,9.0700,5.8400,953162532320,971856229358,587592866592
AHETIT,Zn,+2,d10,4,N,0.8900,4.7300,0.8900,626498884029,774908575824,233657454618
AHETOY,Mo,,,5,O,3.9500,7.3700,3.9500,511983400816,628840420647,624955305507
AHETUE,Mo,,,5,O,3.7900,8.7500,3.7900,505356097913,752826937771,228539886191
AHEVAM,Mo,,,5,O,5.4100,8.8500,5.4100,180502520787,294517220648,646419897293
AHEVIU,Mo,,,5,O,5.6500,5.7200,5.6500,220499914553,717634242264,698173205686
AHEWIW,Re,,,6,"C,N",5.4700,6.4700,5.4700,789326205428,661698423792,235966348139
AHEWOC,Re,,,6,"C,N",4.0500,4.5000,4.0500,560749934577,362064085955,568277372755
AHEZAO,Cr,,,4,"Cl,N",4.1600,5.8100,4.1600,126135180551,890825693358,902643500405
AHIBUS,Mn,,,4,"Cl,N",4.0500,7.1900,4.0500,596570065978,79273500668,707090532906
AHICEB,Ir,,,6,"C,N,O",3.7800,7.7200,3.7800,82941448673,423631670764,874319040622
AHICOK,Fe,+2,d6,4,"Br,C",5.3700,6.1400,5.3700,996056689839,581356455920,947213861762
AHIDAX,Ru,+2,d6,5,"N,O,P",4.2900,6.8300,4.2900,588814029897,340249078151,352777898793
AHIFUS,Rh,+3,d6,5,"C,N",5.4300,6.2400,5.4300,892033150113,550067691005,874835087852
