refcode,metal,oxidation_state,d_count,donor_set,denticity_pattern,S_TBPY,S_SPY,log_S_TBPY,log_S_SPY,delta_TBPY_SPY,is_intermediate_delta_lt_1,L3_key_hash
ECAFIX05,Cu,+2,d9,,,7.1500,9.6800,0.8603,0.9903,2.5300,False,988364380723
ECAFIX06,Cu,+2,d9,,,0.6400,4.6400,-0.1308,0.6758,4.0000,False,199029031241
ECAFIX07,Cu,+2,d9,,,6.2800,11.6300,0.8048,1.0693,5.3500,False,988364380723
ECAFIX11,Cu,+2,d9,,,4.6400,6.1700,0.6758,0.7973,1.5300,False,199029031241
ECAFIX14,Cu,+2,d9,,,0.6700,4.6300,-0.1135,0.6749,3.9600,False,199029031241
ECAFIX15,Cu,+2,d9,,,0.6400,4.6300,-0.1308,0.6749,3.9900,False,199029031241
ECECEV01,Cu,+2,d9,"Cl,N",1-1,5.0100,6.5900,0.7084,0.8254,1.5800,False,901885892145
ECERIP,Os,,,"C,S",1-1,0.1400,1.1300,-0.6198,0.0899,0.9900,True,569522738434
ECESAK,Fe,+2,d6,"N,O",1-1,0.3200,5.5000,-0.3768,0.7482,5.1800,False,942508054824
ECEWAL,Fe,+2,d6,"N,O",1-1,0.2000,0.7100,-0.5229,-0.0915,0.5100,True,800093038148
ECEYUI,Fe,+2,d6,,,4.4600,5.9100,0.6590,0.7789,1.4500,False,886726142441
ECIGAZ,Zr,,,,,2.5500,6.4200,0.4232,0.8142,3.8700,False,829418673174
ECIJIM,Co,+2,d7,,,5.2600,6.6000,0.7292,0.8261,1.3400,False,445046179030
ECIVUI,Cu,+2,d9,,,0.6700,6.4700,-0.1135,0.8176,5.8000,False,696437257211
ECOFOR,W,,,,,0.8500,0.9500,-0.0223,0.0212,0.1000,True,711651656930
ECOPAO,Fe,+2,d6,,,0.7800,6.4200,-0.0555,0.8142,5.6400,False,406110076194
ECOPES,Fe,+2,d6,,,0.7100,6.4000,-0.0915,0.8129,5.6900,False,377765350858
ECOSAL,Co,+2,d7,"N,O",4,0.1100,0.9100,-0.6778,0.0043,0.8000,True,288355660169
ECOWOL,Zn,+2,d10,,,0.7000,6.6800,-0.0969,0.8312,5.9800,False,590840332477
ECOWUR,Cd,,,S,1-1,0.9500,4.4500,0.0212,0.6580,3.5000,False,530635996513
ECOXAZ,Re,,,,,5.4400,5.8800,0.7435,0.7767,0.4400,True,329628955839
ECOZUV,Ti,,,,,1.0300,1.3500,0.0531,0.1614,0.3200,True,814048650824
ECUFIV,Ni,+2,d8,"C,O,P",2-2,8.7500,11.8000,0.9469,1.0755,3.0500,False,849971576864
ECULEW,V,,,,,4.7400,5.3900,0.6848,0.7396,0.6500,True,325022102567
ECULIA,V,,,,,0.2100,0.5200,-0.5086,-0.2076,0.3100,True,917663799489
ECUQAV,Zn,+2,d10,,,0.6100,2.1100,-0.1487,0.3444,1.5000,False,651543444794
ECURIF,Zn,+2,d10,,,4.6900,5.7700,0.6803,0.7686,1.0800,False,901319382343
ECUVII,Cu,+2,d9,,,4.0900,12.4200,0.6222,1.0976,8.3300,False,425744124294
ECUWUV,Cu,+2,d9,N,1-1,8.4800,8.8300,0.9335,0.9509,0.3500,True,369523980249
EDABIV,Re,,,,,0.1000,1.7400,-0.6990,0.2648,1.6400,False,14608151399
EDAHAU,V,,,,,5.2900,5.9300,0.7316,0.7803,0.6400,True,194952341844
EDAVAI,Hf,,,"N,O",1-1,0.2100,0.9600,-0.5086,0.0253,0.7500,True,973952814096
EDAVUB,Cu,+2,d9,"N,O",3-1,4.4200,5.6600,0.6551,0.7604,1.2400,False,804364185853
EDECEX,Fe,+2,d6,,,0.5800,6.2900,-0.1675,0.8055,5.7100,False,653502784287
EDECEX01,Fe,+2,d6,,,0.5800,1.7200,-0.1675,0.2601,1.1400,False,653502784287
EDECEX02,Fe,+2,d6,,,0.5800,1.6200,-0.1675,0.2355,1.0400,False,653502784287
EDECEX03,Fe,+2,d6,,,0.5900,1.5700,-0.1612,0.2227,0.9800,True,653502784287
EDECEX04,Fe,+2,d6,,,0.6000,1.5300,-0.1549,0.2122,0.9300,True,653502784287
EDECEX05,Fe,+2,d6,,,0.6100,1.4900,-0.1487,0.2014,0.8800,True,653502784287
EDEHAW,Pt,+2,d8,"P,S",2-2,5.3100,7.5200,0.7332,0.8820,2.2100,False,906424677000
EDERIQ,Mo,,,,,5.2900,5.9700,0.7316,0.7832,0.6800,True,66830817673
EDEYAR,Ru,+2,d6,"Cl,O",1-1,4.9500,5.4300,0.7033,0.7427,0.4800,True,816405032324
EDIDAZ,Fe,+2,d6,C,1-1,0.3100,5.4700,-0.3872,0.7459,5.1600,False,309672585998
EDIDEC,Cu,+2,d9,N,1-1,0.2300,5.6800,-0.4815,0.7619,5.4500,False,267392526440
EDIFON,Cu,+2,d9,"N,O",1-1-1-1,7.3900,7.5300,0.8745,0.8825,0.1400,True,200322866628
EDIRAN,Fe,+2,d6,"Cl,N",1-1,5.2300,6.4000,0.7267,0.8129,1.1700,False,872929762635
EDISOA,Fe,+2,d6,,,4.2000,5.7700,0.6335,0.7686,1.5700,False,996076009050
EDITEU,Hg,,,N,1-1,0.8500,4.8700,-0.0223,0.6964,4.0200,False,126625188210
EDOBEG,Co,+2,d7,"N,O",4,0.4100,0.5000,-0.2924,-0.2218,0.0900,True,529360131752
EDOFUA,Ru,+2,d6,"C,N",1-1,5.8400,6.4500,0.7738,0.8162,0.6100,True,943233106374
EDOHAH,Cu,+2,d9,,,13.5100,11.0800,1.1339,1.0484,2.4300,False,810243934905
EDOHAJ,Zn,+2,d10,,,0.3600,0.6800,-0.3372,-0.1079,0.3200,True,770834123243
EDOHIR,Zn,+2,d10,,,4.9200,5.8900,0.7007,0.7774,0.9700,True,646332056548
EDOPOD,Ru,+2,d6,"C,N",1-1,5.0500,6.0000,0.7118,0.7853,0.9500,True,21402545770
EDOWUQ,Re,,,,,4.9100,5.5100,0.6998,0.7490,0.6000,True,111394318830
EDOXAX,Re,,,,,0.3200,5.4200,-0.3768,0.7419,5.1000,False,476544058802
EDOYII,Co,+3,d6,"N,O",1-1,4.8600,10.3900,0.6955,1.0208,5.5300,False,119772136383
EDUFAM,Ru,+2,d6,"C,N,P",2-2,5.8900,6.3400,0.7774,0.8089,0.4500,True,198758363922
EDUGAN,Cd,,,,,1.2200,4.8500,0.1206,0.6946,3.6300,False,670622069458
EDULIA,Cu,+2,d9,N,1-1-1-1,1.1200,1.7700,0.0864,0.2718,0.6500,True,482230552511
EDULIZ,Cu,+2,d9,,,11.2000,17.2800,1.0531,1.2400,6.0800,False,814068843492
EDUNEX,Cu,+2,d9,"N,O",2,4.7800,5.9600,0.6884,0.7825,1.1800,False,69470956003
EDUPUQ,Fe,+2,d6,C,1-1,0.3900,5.5300,-0.3098,0.7505,5.1400,False,522577938092
EDUVOQ,Cu,+2,d9,N,1-1,0.3000,5.9000,-0.3979,0.7782,5.6000,False,175486229181
EDUYEH,Cu,+2,d9,,,4.8500,5.7000,0.6946,0.7634,0.8500,True,221431926398
EFAFID,Cu,+2,d9,"N,O",1-1,0.6700,0.8300,-0.1135,-0.0315,0.1600,True,311309506600
EFAJIE,Cu,+2,d9,,,1.1300,6.0900,0.0899,0.7917,4.9600,False,601599047888
EFENAH,Co,+2,d7,N,1-1,0.2400,1.2000,-0.4685,0.1139,0.9600,True,992132727837
EFICAZ,Ru,+2,d6,"Cl,O",1-1,0.3500,1.9100,-0.3468,0.3032,1.5600,False,505264431212
EFICED,Ru,+2,d6,"Cl,O",1-1,5.2000,5.5000,0.7243,0.7482,0.3000,True,447704412341
EFIJEK,Hg,,,"Cl,N",1-1,0.9700,1.8300,0.0294,0.2856,0.8600,True,198860827623
EFIPOC,Ag,,,N,1-1,5.0000,5.8200,0.7076,0.7723,0.8200,True,140202273061
EFITIY,Cu,+2,d9,"N,O",4,4.9700,6.0000,0.7050,0.7853,1.0300,False,959344697608
EFOLOD,Ru,+2,d6,"N,P",2-1-1,0.2800,1.4800,-0.4202,0.1987,1.2000,False,166050247787
EFOPUK,Cd,,,,,1.9500,4.5600,0.3118,0.6684,2.6100,False,919794925064
EFOSUP,Cu,+2,d9,,,5.3500,5.8600,0.7364,0.7752,0.5100,True,401547310119
EFOVUS,Cu,+2,d9,,,2.1200,5.4300,0.3464,0.7427,3.3100,False,309653148625
EFOXAB,Zn,+2,d10,,,0.4300,0.7400,-0.2757,-0.0757,0.3100,True,995773438715
EFOXEF,Zn,+2,d10,,,0.3700,0.5400,-0.3279,-0.1938,0.1700,True,931321579758
EFOZEH,Ti,,,,,6.1300,8.3100,0.7945,0.9248,2.1800,False,41103368382
EFUDEQ,Cu,+2,d9,"N,O",3-1,6.5000,10.0700,0.8195,1.0073,3.5700,False,172129984342
EFUGOB,Rh,+3,d6,"C,N",1-1,2.9900,4.8800,0.4900,0.6972,1.8900,False,304436179029
EFUKIB,Hg,,,,,1.4900,5.6000,0.2014,0.7559,4.1100,False,286680302892
EGAFAV,Mn,,,"N,O",1-1,0.0500,3.7000,-0.8239,0.5798,3.6500,False,746754834120
EGAFAV01,Mn,,,"N,O",1-1,0.0700,5.3100,-0.7696,0.7332,5.2400,False,746754834120
EGALIL,Fe,+2,d6,,,4.7300,5.5100,0.6839,0.7490,0.7800,True,324184701903
EGANEG,Sc,,,,,1.2400,1.3500,0.1271,0.1614,0.1100,True,507583353985
EGEBUO,Nb,,,,,1.1800,8.2600,0.1072,0.9222,7.0800,False,324676657717
EGEHII,Zn,+2,d10,,,5.3700,5.8100,0.7380,0.7716,0.4400,True,122818591799
EGEJUX,Fe,+2,d6,"C,P",1-1,5.5000,5.8200,0.7482,0.7723,0.3200,True,467682644582
EGEKIL,Sc,,,,,5.4500,6.6900,0.7443,0.8319,1.2400,False,260395629570
EGEKOR,Sc,,,,,5.8000,6.6700,0.7709,0.8306,0.8700,True,974316456182
EGELEI,Sc,,,,,1.2200,2.4000,0.1206,0.3979,1.1800,False,353559259203
EGELEK,Co,+2,d7,,,1.4400,5.2900,0.1875,0.7316,3.8500,False,465044738537
EGEMUY,Fe,+2,d6,,,5.1300,5.9900,0.7185,0.7846,0.8600,True,262622211275
EGETAL,Os,,,"C,O,P",1-1-1-1,3.2800,7.6400,0.5289,0.8887,4.3600,False,525824745821
EGETEP,Os,,,"C,F",1-1,2.2100,5.4600,0.3636,0.7451,3.2500,False,458672605131
EGEVIV,Ti,,,"N,O",1-1,0.2300,5.3400,-0.4815,0.7356,5.1100,False,458159704178
EGIDUU,Mo,,,,,4.6600,5.8000,0.6776,0.7709,1.1400,False,600332875161
EGIFAC,W,,,,,5.7100,6.3200,0.7642,0.8075,0.6100,True,704210511206
EGIFUW,W,,,,,0.7200,4.2000,-0.0862,0.6335,3.4800,False,373756774287
EGIGAD,W,,,,,5.4400,5.8500,0.7435,0.7745,0.4100,True,703140861348
EGIHOR,Zn,+2,d10,"N,O",1-1,0.4100,4.1100,-0.2924,0.6243,3.7000,False,39868528555
EGILIR,Zn,+2,d10,"Cl,N",1-1,0.3500,5.6800,-0.3468,0.7619,5.3300,False,728137842886
EGILOX,Co,+2,d7,"Cl,N",1-1,0.4100,5.7200,-0.2924,0.7649,5.3100,False,393070126807
EGILUC,Fe,+2,d6,,,0.4200,6.0100,-0.2840,0.7860,5.5900,False,320083954447
EGISAO,Ti,,,,,6.8500,12.1400,0.8420,1.0878,5.2900,False,403383977989
EGOMEW,Cu,+2,d9,O,2-2,4.4900,5.7600,0.6618,0.7679,1.2700,False,275107262331
EGOZUV,Sc,,,O,1-1,0.0200,1.1100,-0.9208,0.0828,1.0900,False,313083048307
EGUBEN,Y,,,,,0.4300,3.5500,-0.2757,0.5623,3.1200,False,462105520318
EGUBIR,Sc,,,O,1-1,2.8800,4.5900,0.4742,0.6712,1.7100,False,553611233313
EGUQEE,Mn,,,,,4.3700,6.5900,0.6503,0.8254,2.2200,False,876824909700
EHAJEG,V,,,,,5.1900,5.6200,0.7235,0.7574,0.4300,True,337285293965
EHAJIK,V,,,,,0.2500,0.7200,-0.4559,-0.0862,0.4700,True,306290054545
EHAJUW,V,,,,,0.2800,4.7900,-0.4202,0.6893,4.5100,False,337285293965
EHAKIH,Ag,,,,,4.0800,5.4500,0.6212,0.7443,1.3700,False,594218556075
EHANOQ,Cu,+2,d9,"N,O",3-1,5.0100,5.6500,0.7084,0.7597,0.6400,True,531883924294
EHAZAP,Cd,,,,,5.7400,6.7600,0.7664,0.8363,1.0200,False,587987211277
EHECUR,Ru,+2,d6,Cl,1-1,0.1500,1.8900,-0.6021,0.2989,1.7400,False,231572844375
EHEQEQ,Co,+2,d7,N,1-1,0.4500,0.6200,-0.2596,-0.1427,0.1700,True,457226922556
EHERIV,Hg,,,,,5.3300,5.7400,0.7348,0.7664,0.4100,True,623370000826
EHEZEW,V,,,,,4.6500,5.6900,0.6767,0.7627,1.0400,False,666609070900
EHEZUM,Cu,+2,d9,"N,O",2-2,4.4300,6.5500,0.6561,0.8228,2.1200,False,510778973438
EHIBAY,Cu,+2,d9,"N,O",1-1,4.1200,4.3700,0.6253,0.6503,0.2500,True,132399686060
EHIJEM,Co,+2,d7,"Cl,N",1-1,1.0000,5.5800,0.0414,0.7543,4.5800,False,266367342160
EHIWUO,Cu,+2,d9,"Cl,N",1-1,5.3900,6.3600,0.7396,0.8102,0.9700,True,899387825732
EHIZAY,Zn,+2,d10,N,4,4.8000,5.6500,0.6902,0.7597,0.8500,True,111758929440
EHOCOU,Sc,,,,,5.7800,6.7800,0.7694,0.8376,1.0000,False,694804126348
EHOLUJ,Zn,+2,d10,,,0.3400,1.1400,-0.3565,0.0934,0.8000,True,765574713169
EHOYOQ,Cu,+2,d9,N,1-1,6.7400,9.6100,0.8351,0.9872,2.8700,False,128367391590
EHUKEB,Zn,+2,d10,,,0.5200,0.7700,-0.2076,-0.0605,0.2500,True,36444167345
EHUWUC,Co,+2,d7,,,5.4700,6.5600,0.7459,0.8235,1.0900,False,319952625407
EHUYEN,Fe,+2,d6,,,2.7800,5.1500,0.4594,0.7202,2.3700,False,604429126943
EJAPAK,Cu,+2,d9,N,1-1,7.5000,13.4300,0.8808,1.1313,5.9300,False,84148873527
EJAXEW,Cu,+2,d9,"N,O",1-1,8.1700,4.4600,0.9175,0.6590,3.7100,False,402164005209
EJAXOG,Cu,+2,d9,"N,O",1-1,12.9700,13.8900,1.1163,1.1458,0.9200,True,691644483472
EJAYUK,Mn,,,,,4.3700,4.7800,0.6503,0.6884,0.4100,True,896272204245
EJECIF,Cu,+2,d9,N,2,4.0600,5.4300,0.6191,0.7427,1.3700,False,988969225172
EJECOL,Cu,+2,d9,N,2,4.2100,7.4800,0.6345,0.8797,3.2700,False,982555209902
EJEDUV,Fe,+2,d6,,,0.6100,0.6100,-0.1487,-0.1487,0.0000,True,716152727114
EJEFIK,Cu,+2,d9,,,12.8000,12.7700,1.1106,1.1096,0.0300,True,126488306905
EJEKOT,Cu,+2,d9,"N,O",2-2,4.8300,6.2200,0.6928,0.8007,1.3900,False,992778012403
EJEYEY,Cu,+2,d9,,,5.2300,6.5800,0.7267,0.8248,1.3500,False,360460759193
EJIHUD,Zr,,,,,0.9000,2.0600,0.0000,0.3345,1.1600,False,84001012211
EJIPAP,Zn,+2,d10,,,0.5300,5.8400,-0.2007,0.7738,5.3100,False,961573291466
EJIPAP01,Zn,+2,d10,,,0.5100,5.8700,-0.2147,0.7760,5.3600,False,961573291466
EJOJOC,Fe,+2,d6,N,1-1,5.1200,5.9400,0.7177,0.7810,0.8200,True,187963737256
EJOROK,Nb,,,"N,P",1-1,5.7500,5.8500,0.7672,0.7745,0.1000,True,734100989873
EJOSAB,Fe,+2,d6,,,0.6700,6.6900,-0.1135,0.8319,6.0200,False,316693478190
EJOVEE,Co,+3,d6,"N,O",4,6.3400,7.8100,0.8089,0.8982,1.4700,False,647401866913
EJUBOB,La,,,,,2.1800,2.8100,0.3579,0.4639,0.6300,True,929245442546
EJUBUH,Y,,,,,5.3100,6.6300,0.7332,0.8280,1.3200,False,914498735400
EJUCOB,V,,,,,5.2700,5.8700,0.7300,0.7760,0.6000,True,346341299373
EJUCUH,V,,,,,4.9600,5.7100,0.7042,0.7642,0.7500,True,542463061655
EJUDIX,Ru,+2,d6,"C,F",1-1,4.8400,6.1600,0.6937,0.7966,1.3200,False,615243875881
EJUJUQ,Ru,+2,d6,"N,P",2-1-1,6.2200,6.4300,0.8007,0.8149,0.2100,True,591142002109
EJUROR,Zr,,,"N,O",1-1,0.1700,5.3800,-0.5686,0.7388,5.2100,False,978737643321
EJURUX,Zr,,,"N,O",1-1,0.1300,5.5500,-0.6383,0.7520,5.4200,False,524904795074
EJUTEK,Mo,,,,,4.3700,5.8700,0.6503,0.7760,1.5000,False,544341125877
EJUTUY,Mo,,,N,1-1,0.0500,5.2700,-0.8239,0.7300,5.2200,False,287300235304
EKACOJ,Fe,+2,d6,,,8.7500,6.7100,0.9469,0.8331,2.0400,False,180175123153
EKAQIU,Fe,+2,d6,C,1-1,4.7400,5.4500,0.6848,0.7443,0.7100,True,322380948860
EKAYOG,Mo,,,,,3.9800,7.1600,0.6107,0.8609,3.1800,False,700617631743
EKEDEG,Pd,+2,d8,"C,Cl,N",2-1-1,1.2000,1.6000,0.1139,0.2304,0.4000,True,478293166979
EKEJAG,Hg,,,,,0.7600,4.6900,-0.0655,0.6803,3.9300,False,172664321849
EKEJUZ,Cu,+2,d9,"N,O",1-1,1.1300,4.9600,0.0899,0.7042,3.8300,False,131717526235
EKEVOG,Ru,+2,d6,"C,S",1-1,5.1700,6.1000,0.7218,0.7924,0.9300,True,372049992663
EKIGEL,Cu,+2,d9,N,1-1,4.6300,5.8000,0.6749,0.7709,1.1700,False,311334697761
EKIHUC,Cu,+2,d9,N,1-1,0.2000,3.5200,-0.5229,0.5587,3.3200,False,351492547221
EKIKEP,Zr,,,"N,O",2,0.4800,1.7000,-0.2366,0.2553,1.2200,False,266474084418
EKINAN,Fe,+2,d6,,,0.8600,6.3000,-0.0177,0.8062,5.4400,False,627635894211
EKINER,Co,+2,d7,,,0.7900,6.1900,-0.0506,0.7987,5.4000,False,725102581358
EKIVUS,Fe,+2,d6,,,0.7000,1.1300,-0.0969,0.0899,0.4300,True,955074557159
EKIWAZ,Fe,+2,d6,N,1-1,0.5100,2.2300,-0.2147,0.3674,1.7200,False,375414771486
EKIWED,Fe,+2,d6,N,1-1,0.6100,0.7800,-0.1487,-0.0555,0.1700,True,869048316428
EKOCAJ,Zn,+2,d10,"N,O",1-1,0.2800,5.1000,-0.4202,0.7160,4.8200,False,545190048602
EKOFIW,Cu,+2,d9,O,1-1,4.6500,5.9200,0.6767,0.7796,1.2700,False,372666503804
EKOMEZ,Cu,+2,d9,"N,O",1-1,8.3500,10.8500,0.9269,1.0394,2.5000,False,23575240694
EKOQOL,V,,,,,0.6000,4.5100,-0.1549,0.6637,3.9100,False,902956131426
EKORII,Mo,,,,,0.6300,5.9000,-0.1367,0.7782,5.2700,False,673452904942
EKOXUX,Y,,,,,2.4300,6.1500,0.4031,0.7959,3.7200,False,111765369984
EKUHAX,Zn,+2,d10,O,1-1,0.1200,0.7500,-0.6576,-0.0706,0.6300,True,633209016360
EKUTIO,Cu,+2,d9,"N,O",2-2,5.0300,6.3100,0.7101,0.8069,1.2800,False,142346973874
ELAJAC,Cu,+2,d9,"N,O",2-2,7.1100,12.8400,0.8579,1.1119,5.7300,False,986759604035
ELAKOR,Ni,+2,d8,"Br,C,P",1-1-1-1,4.8500,5.8200,0.6946,0.7723,0.9700,True,498269879047
ELALAE,W,,,P,2-2,7.5600,8.0500,0.8842,0.9112,0.4900,True,11257379217
ELALUZ,Co,+2,d7,"Cl,N",1-1,1.0100,6.0600,0.0453,0.7896,5.0500,False,341618018053
ELAZEZ,Cu,+2,d9,N,1-1,0.6200,4.4900,-0.1427,0.6618,3.8700,False,103674988290
ELEBEF,Zn,+2,d10,"Cl,N",1-1,0.9000,1.4000,0.0000,0.1761,0.5000,True,900838728331
ELENAM,Os,,,"C,N",1-1,5.3200,6.4300,0.7340,0.8149,1.1100,False,623586165894
ELEWUR,Cu,+2,d9,"N,O",2,10.6200,10.8300,1.0302,1.0386,0.2100,True,79598084023
ELILOD,Cu,+2,d9,N,1-1,0.4100,4.7600,-0.2924,0.6866,4.3500,False,109392235604
ELIRUN,Fe,+2,d6,,,4.4700,6.1600,0.6599,0.7966,1.6900,False,250138863731
ELIWAZ,Re,,,,,0.2000,1.8600,-0.5229,0.2923,1.6600,False,2001467794
ELOFES,Fe,+2,d6,,,5.3100,6.4100,0.7332,0.8136,1.1000,False,302196000410
ELOFIW,Co,+2,d7,,,5.2200,6.5400,0.7259,0.8222,1.3200,False,247351269900
ELUCIA,Cu,+2,d9,N,1-1,0.4300,5.4900,-0.2757,0.7474,5.0600,False,721923545767
ELUHAU,Re,,,,,4.6400,5.3100,0.6758,0.7332,0.6700,True,196937020960
ELUSAG,Ir,,,P,1-1,0.9600,1.6600,0.0253,0.2455,0.7000,True,678094237870
ELUVAM,Cu,+2,d9,N,1-1,4.6200,5.6200,0.6739,0.7574,1.0000,False,513733226812
ELUXIU,Co,+3,d6,"F,N",4-1-1,6.0300,13.1000,0.7875,1.1206,7.0700,False,655576710016
ELUXOA,Co,+2,d7,N,4,5.3500,6.1600,0.7364,0.7966,0.8100,True,377990172741
EMAKEK,Co,+2,d7,"Cl,N",1-1,0.6600,5.4100,-0.1192,0.7412,4.7500,False,848510140681
EMANAJ,Co,+2,d7,"Cl,N",1-1,0.8100,5.6600,-0.0410,0.7604,4.8500,False,133885791793
EMAQUF,Ru,+2,d6,"C,N,P",1-1-1-1,5.4100,6.2200,0.7412,0.8007,0.8100,True,813226541544
EMAWUN,Hg,,,,,5.2600,6.1100,0.7292,0.7931,0.8500,True,919624195175
EMEJAH,Fe,+2,d6,,,5.6400,6.8800,0.7589,0.8439,1.2400,False,680859370533
EMIWEC,Re,,,,,0.5300,5.8900,-0.2007,0.7774,5.3600,False,471627429853
EMOHOD,W,,,C,1-1,6.1300,6.1700,0.7945,0.7973,0.0400,True,155802333842
EMOSEF,Ru,+2,d6,"C,O",1-1,6.7800,6.8700,0.8376,0.8432,0.0900,True,858177080516
EMOSOR,Cu,+2,d9,N,2,4.5100,5.3500,0.6637,0.7364,0.8400,True,665952336079
EMOTOS,Cu,+2,d9,N,2,6.5700,9.8700,0.8241,0.9987,3.3000,False,727126797891
EMUGAU,Zr,,,,,4.2700,5.5000,0.6405,0.7482,1.2300,False,43319941917
EMULUT,Fe,+2,d6,P,2-2,6.2900,6.5200,0.8055,0.8209,0.2300,True,248718933934
EMULUW,Fe,+2,d6,,,1.9500,4.1200,0.3118,0.6253,2.1700,False,986056681725
EMUMEE,V,,,,,0.1600,0.7300,-0.5850,-0.0809,0.5700,True,502824929235
EMUQAE,Cd,,,,,1.0100,1.7900,0.0453,0.2765,0.7800,True,726439464189
EMUVOB,Fe,+2,d6,,,5.1800,5.3600,0.7226,0.7372,0.1800,True,790171286793
EMUXIT,Cu,+2,d9,N,1-1,0.6200,0.6600,-0.1427,-0.1192,0.0400,True,506007274391
ENAYUO,Fe,+2,d6,"N,P",2-1-1,5.8900,6.3400,0.7774,0.8089,0.4500,True,248845108126
ENCUTS01,Cu,+2,d9,N,2-2,3.5000,7.2800,0.5563,0.8681,3.7800,False,998777546079
ENEQUJ,Ti,,,,,5.2400,5.9100,0.7275,0.7789,0.6700,True,34054109728
ENERAQ,Ti,,,,,5.0000,5.4300,0.7076,0.7427,0.4300,True,382283550358
ENEYAA,Zn,+2,d10,O,1-1,0.0800,5.0800,-0.7447,0.7143,5.0000,False,817993215477
ENEYEE,Zn,+2,d10,O,1-1,0.1500,0.4900,-0.6021,-0.2291,0.3400,True,132056903038
ENOMOK,Cu,+2,d9,,,1.5200,4.2900,0.2095,0.6425,2.7700,False,975446429230
ENOMUQ,Cu,+2,d9,,,0.7000,5.3300,-0.0969,0.7348,4.6300,False,969958296246
ENOPUV,Mo,,,,,5.3300,6.0000,0.7348,0.7853,0.6700,True,606403400383
ENOQIK,Mo,,,,,5.3400,6.0200,0.7356,0.7868,0.6800,True,703891413466
ENORIJ,Co,+2,d7,,,4.0200,5.2500,0.6149,0.7284,1.2300,False,338553214846
ENORIJ01,Co,+2,d7,,,4.0200,5.1600,0.6149,0.7210,1.1400,False,338553214846
ENOROP,Zn,+2,d10,,,4.0700,5.1300,0.6201,0.7185,1.0600,False,970488350486
ENORUV,Hg,,,,,6.0200,6.5000,0.7868,0.8195,0.4800,True,808747240074
ENUREM,Ni,+2,d8,N,1-1,5.7900,8.1100,0.7701,0.9143,2.3200,False,842571052692
ENUSAJ,Ni,+2,d8,"C,N",1-1,0.1600,6.2400,-0.5850,0.8021,6.0800,False,840366598211
ENUSEN,Ni,+2,d8,"C,N",1-1,9.2600,9.6900,0.9713,0.9908,0.4300,True,994201202977
EPEHOZ,Zn,+2,d10,,,0.4800,0.4800,-0.2366,-0.2366,0.0000,True,544161596558
EPEKEQ,Cu,+2,d9,N,1-1,4.9300,8.7200,0.7016,0.9455,3.7900,False,523996342565
EPELAP,Zn,+2,d10,,,0.7200,4.8700,-0.0862,0.6964,4.1500,False,999354439331
EPELIW,Cu,+2,d9,,,0.9800,1.2000,0.0334,0.1139,0.2200,True,796039219275
EPIJOD,Cu,+2,d9,"N,O",4-1-1,4.9000,5.4500,0.6990,0.7443,0.5500,True,977328871671
EPIKOE,Cu,+2,d9,"N,S",2-2,4.5700,5.5800,0.6693,0.7543,1.0100,False,491680794764
EPIMEX,Fe,+2,d6,N,1-1,0.5600,5.9100,-0.1805,0.7789,5.3500,False,339134273669
EPIMIB,Fe,+2,d6,"N,O",1-1,0.6900,4.9300,-0.1024,0.7016,4.2400,False,638543177319
EPIMOH,Fe,+2,d6,"N,O",1-1,5.0000,6.4300,0.7076,0.8149,1.4300,False,918148027606
EPIMUN,Fe,+2,d6,"N,O",1-1,3.5900,3.7900,0.5670,0.5899,0.2000,True,111358454533
EPINAU,Fe,+2,d6,N,1-1,0.3200,0.5100,-0.3768,-0.2147,0.1900,True,516985465066
EPITEF,Zn,+2,d10,,,4.8900,5.9500,0.6981,0.7818,1.0600,False,476194818640
EPONIH,Y,,,,,5.8100,8.3300,0.7716,0.9258,2.5200,False,233886187250
EPONON,Sc,,,,,6.8400,12.4300,0.8414,1.0980,5.5900,False,24936290068
