refcode,metal_count,metals,candidate_type,bridge_count,bridge_types,has_mu2,has_mu3,has_mu4_or_higher,has_metal_metal_contact,has_direct_MM_bond,local_CNs,local_shapes,parse_valid,roundtrip_valid,metal_order_invariant,atom_order_invariant,ligand_order_invariant,bridge_consistency_valid,local_sphere_consistency_valid,L0_present,L1_present,L2_present,L3_present,record_generated,failure_stage,failure_reason,manual_audit_priority
IYOVOJ,4,Cd+Cd+Cd+Cd,multi,0,,False,False,False,False,False,"1,2,2,7",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
JEBBOI,16,Pt+Pt+Pt+Pt+Pt+Pt+Ru+Ru+Ru+Ru+Ru+Ru+Ru+Ru+Ru+Ru,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,metal_count,too_many_metals_16,medium
KILPUQ,3,Ag+Ag+Ag,multi,0,,False,False,False,False,False,"1,1,4",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
PEJCIS,2,Mn+Mn,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
KOHTUZ,10,Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn,multi,0,,False,False,False,False,False,"5,5,5,5,6,6,6,6,6,6",",,,,,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
MESBEU,2,Cu+Cu,multi,0,,False,False,False,False,False,"5,5",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
MIWHIN,8,Cu+Cu+Cu+Cu+Cu+Cu+W+W,multi,0,,False,False,False,False,False,"4,4,4,4,4,4,6,6",",,,,,,,",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
MALZAC,2,Mo+Rh,multi,0,,False,False,False,False,False,"8,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
SIXLIX,4,Fe+Fe+Pd+Pd,multi,0,,False,False,False,False,False,"0,0,4,4",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
EPABEF,13,Ag+Ag+Ag+Ag+Ag+Ag+Ag+Ag+Ag+Ag+Cd+Cd+Cd,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,metal_count,too_many_metals_13,medium
VIXVOP04,5,Zn+Zn+Zn+Zn+Zn,multi,0,,False,False,False,False,False,"1,1,2,5,5",",,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
EVAGEQ,2,Mn+Mn,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
MIVJEJ,2,Ti+Ti,multi,0,,False,False,False,False,False,"5,5",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
SUQRAB,3,Fe+Fe+Fe,multi,0,,False,False,False,False,False,"4,4,4",",,",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
MUWVOS,2,Fe+Fe,multi,0,,False,False,False,False,False,"3,3",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
LADNEJ,2,Ru+Ru,multi,0,,False,False,False,False,False,"2,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
ROLBOK06,2,Ni+Ni,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
COGQUK,3,Fe+Fe+Ni,multi,0,,False,False,False,False,False,"0,0,4",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
LEDHAD,2,Re+Re,multi,0,,False,False,False,False,False,"7,7",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
NOPZEX,4,Fe+Fe+Fe+Fe,multi,0,,False,False,False,False,False,"6,6,6,6",",,,",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
BIMREX,16,Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,metal_count,too_many_metals_16,medium
VOJRAR,2,Cu+Cu,multi,0,,False,False,False,False,False,"3,3",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
FURCIG,13,Co+Co+Co+Co+Co+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,metal_count,too_many_metals_13,medium
WAJDIV02,2,Fe+Fe,multi,0,,False,False,False,False,False,"1,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
JEJWED,6,Ag+Ag+Ag+Ag+Ag+Ag,multi,0,,False,False,False,False,False,"2,2,2,2,3,3",",,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
CUZVOI,3,Co+Co+Co,multi,0,,False,False,False,False,False,"2,3,3",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
ESADAE,7,Fe+Fe+Fe+Fe+Fe+Fe+Fe,multi,0,,False,False,False,False,False,"6,6,6,6,6,6,6",",,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
LOPVIW,3,Cu+Pd+Pd,multi,0,,False,False,False,False,False,"4,4,4",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
TABSEW,2,Zn+Zn,multi,0,,False,False,False,False,False,"3,5",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
AQOHEU,6,Zn+Zn+Zn+Zn+Zn+Zn,multi,0,,False,False,False,False,False,"1,1,1,1,5,5",",,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
