refcode,metal,CN,S_SP,S_Td,log_S_SP,log_S_Td
ZUKCAJ,Pd,4,8.0500,2.9800,0.9112,0.4886
KAPPAW,Pt,4,9.1700,3.1300,0.9671,0.5092
BIYCET,Pd,4,8.9900,3.0300,0.9586,0.4955
ACPHCU02,Cu,4,15.8400,17.0400,1.2025,1.2340
MAMKAN,Pt,4,10.3100,3.4000,1.0175,0.5441
EREDUB,Pt,4,3.0600,0.2300,0.4997,-0.4815
WURXOZ,Mn,4,2.7300,0.0100,0.4518,-0.9586
JIPBAL,Zn,4,2.0700,0.1400,0.3365,-0.6198
FOZHIP,Pt,4,3.8000,1.1100,0.5911,0.0828
PUPMEW,Pd,4,3.4800,0.7400,0.5539,-0.0757
TIXYIM,Au,4,8.2700,3.0000,0.9227,0.4914
ZIDRUZ,Pt,4,3.0200,0.1900,0.4942,-0.5376
PETKAB,Pt,4,8.7200,2.9000,0.9455,0.4771
TUMZIM,Pd,4,9.3600,3.0300,0.9759,0.4955
AHEFIC,Pd,4,2.9000,0.0500,0.4771,-0.8239
ZUTKII,Pd,4,7.6600,3.3400,0.8899,0.5366
COBWEW,Pd,4,7.6100,3.0400,0.8871,0.4969
YOSQOO,Cu,4,11.4800,3.6600,1.0637,0.5752
FEQJUG,Cu,4,7.1500,5.3300,0.8603,0.7348
TEXQIW,Co,4,0.7900,0.3900,-0.0506,-0.3098
BELVAS,Ni,4,2.9200,0.0400,0.4800,-0.8539
NESCAR,Zn,4,2.4400,1.4000,0.4048,0.1761
UWULEF,Pt,4,3.1800,0.3500,0.5159,-0.3468
TMPRHC11,Rh,4,2.6000,0.0200,0.4314,-0.9208
FEMJIU,Pd,4,9.0600,2.9600,0.9619,0.4857
PIFQAY,Pd,4,3.2900,0.4900,0.5302,-0.2291
ENEKAM,Co,4,5.1000,1.7300,0.7160,0.2625
BILKAM,Zn,4,2.7800,1.3300,0.4594,0.1553
LECJUZ,La,4,2.3900,0.1300,0.3962,-0.6383
NAWHUQ,Ni,4,12.4000,9.4600,1.0969,0.9805
BEZKOH,Zn,4,2.7300,0.0200,0.4518,-0.9208
MUQCOU,Cu,4,3.0700,1.3800,0.5011,0.1703
HIPSUV,Rh,4,3.3300,0.5800,0.5353,-0.1675
YIHZEV,Pd,4,8.7800,3.2800,0.9484,0.5289
IXUKER,Hg,4,5.0900,2.2300,0.7152,0.3674
XUQYOZ,Ni,4,3.0600,0.1500,0.4997,-0.6021
DIZVUE,Ni,4,3.2100,0.2800,0.5198,-0.4202
MOZGIU02,Zn,4,2.4200,0.6200,0.4014,-0.1427
TUJXIG01,Zn,4,3.0100,1.0300,0.4928,0.0531
OMOHUT,Zn,4,2.7100,0.0900,0.4487,-0.7212
WEPVIA,Ni,4,9.1600,13.0600,0.9666,1.1193
FIQTII,Zn,4,3.6700,0.6800,0.5763,-0.1079
ILETAW,Mn,4,6.6800,2.5500,0.8312,0.4232
FUDVIK,Zn,4,3.0100,0.5600,0.4928,-0.1805
GERZUZ,Rh,4,9.3700,3.2400,0.9763,0.5237
OVIXEZ,Mo,4,3.3800,0.2000,0.5416,-0.5229
AXADUY,Cu,4,0.9400,0.5500,0.0170,-0.1871
GIDPIU,Rh,4,12.9000,4.5300,1.1139,0.6656
MAHYAW,Cu,4,2.9300,0.0700,0.4814,-0.7696
OVADIA01,Cu,4,2.9000,0.0200,0.4771,-0.9208
YACXEF,Ti,4,11.5600,12.9200,1.0667,1.1146
IWUDUB,Pd,4,8.9900,3.0000,0.9586,0.4914
JONJOP,Rh,4,2.9500,0.2500,0.4843,-0.4559
FOPWAJ,Hg,4,15.0300,5.3500,1.1798,0.7364
ZEHJUV,Ni,4,15.8300,10.1900,1.2022,1.0124
DOZXUN,Au,4,9.2600,3.0900,0.9713,0.5038
NONWES60,Pd,4,8.3100,2.9100,0.9248,0.4786
BEVJAR,Ni,4,1.0900,0.7900,0.0755,-0.0506
QUDBID,Au,4,3.1800,0.3500,0.5159,-0.3468
HUSGAD,Co,4,1.8000,1.7800,0.2788,0.2742
HAVCUD,Cu,4,9.0100,15.8500,0.9595,1.2028
QIPKOS,V,4,2.7700,0.1100,0.4579,-0.6778
MOFGIZ,Ni,4,13.9700,9.4200,1.1483,0.9786
LAQFAL,Cu,4,2.9400,0.4200,0.4829,-0.2840
IDAVOB,Fe,4,7.0100,2.7400,0.8519,0.4533
HUVFIO,Pd,4,8.2900,2.7300,0.9238,0.4518
AWADUA,Ni,4,12.1500,10.3400,1.0881,1.0187
XOMMAN,V,4,3.4900,0.8300,0.5551,-0.0315
GUSLAK,Pt,4,2.9000,0.0200,0.4771,-0.9208
OGIXUX,Cu,4,2.9500,0.0700,0.4843,-0.7696
LURTAV,Pd,4,8.7300,3.1000,0.9460,0.5051
KAWCOB,Ni,4,8.9200,6.3100,0.9552,0.8069
CICBIZ,Au,4,8.6500,2.8800,0.9420,0.4742
KAYVAI,Ni,4,8.3500,2.8800,0.9269,0.4742
MONROY,Fe,4,2.8100,0.4800,0.4639,-0.2366
XAKJUQ,Ag,4,5.0200,2.0000,0.7093,0.3222
SAZFOR,Co,4,2.7600,0.0700,0.4564,-0.7696
OHERIC,Pt,4,2.9100,0.0400,0.4786,-0.8539
YEXCEM,Pt,4,2.8800,0.1600,0.4742,-0.5850
TAKPED,Fe,4,4.0300,0.4700,0.6160,-0.2441
MADGAA,Pt,4,2.8800,0.0000,0.4742,-1.0000
AZIKIF,Pd,4,8.0100,2.9600,0.9090,0.4857
ECEVEN,Pt,4,3.3800,0.4400,0.5416,-0.2676
JIKBEN,Pd,4,3.1500,0.3400,0.5119,-0.3565
GEZQOV01,Zn,4,3.3400,0.4800,0.5366,-0.2366
UTOGOA,Ni,4,8.4200,2.8400,0.9304,0.4683
JOGBEN,Cu,4,4.6700,6.3900,0.6785,0.8122
BETBUZ,Pd,4,8.5400,3.1900,0.9365,0.5172
DTOXNI,Ni,4,9.0400,2.8600,0.9609,0.4713
VIFMEG,Au,4,2.8800,0.0000,0.4742,-1.0000
POGPIL,Cu,4,8.0000,2.4900,0.9085,0.4133
MIPBEU,Cu,4,3.4900,1.1700,0.5551,0.1038
LEZFIG,Ag,4,9.1400,2.7500,0.9657,0.4548
POQWIB,Ag,4,3.6400,0.4400,0.5729,-0.2676
VUCTUJ,Zn,4,3.6100,0.9500,0.5694,0.0212
SEHHIX12,Co,4,3.2900,0.1200,0.5302,-0.6576
ECIQEM,Mn,4,3.3300,0.0400,0.5353,-0.8539
NOXJER,Pt,4,7.7800,3.1100,0.8965,0.5065
UNOJOX,Ni,4,2.9100,0.0300,0.4786,-0.8861
GUCROO,Zn,4,2.3700,0.0700,0.3927,-0.7696
JAQVEF,Cu,4,2.4200,0.1000,0.4014,-0.6990
BIZWUF,Co,4,3.1400,1.1200,0.5105,0.0864
ZIYCES,Zn,4,3.2300,0.7200,0.5224,-0.0862
PONQOY,Cu,4,13.5600,11.5500,1.1355,1.0663
ACACCU05,Cu,4,2.9400,0.0500,0.4829,-0.8239
SISWIA,Pt,4,2.9100,0.0300,0.4786,-0.8861
TASCAU,Au,4,8.6400,3.5000,0.9415,0.5563
YIZMIH,Cu,4,2.9600,0.1000,0.4857,-0.6990
YAFLEY,Cu,4,8.7200,16.1400,0.9455,1.2106
HAJBOM,Pd,4,9.6900,4.1600,0.9908,0.6294
NASTUA,Pt,4,7.5100,3.1000,0.8814,0.5051
PIMVIU,Ni,4,4.4500,1.2000,0.6580,0.1139
CIFBUS,Pt,4,7.8400,3.0500,0.8998,0.4983
XUCVUN,Ni,4,8.1100,2.9100,0.9143,0.4786
LUYSUV,Pd,4,9.6800,3.2100,0.9903,0.5198
WEZVEF,Mo,4,8.7900,2.8900,0.9489,0.4757
LEZYIA,Pd,4,12.4800,6.6100,1.0997,0.8267
ZOYDAS,Pd,4,2.9700,0.1200,0.4871,-0.6576
EKUSUY,Pd,4,2.9400,0.0700,0.4829,-0.7696
KUWWUY,Ag,4,6.0600,4.2800,0.7896,0.6415
SANCUF,Pd,4,3.0400,0.1900,0.4969,-0.5376
LEGKUH,Co,4,3.0400,0.4200,0.4969,-0.2840
XUQWIS,Pt,4,9.0200,2.8900,0.9600,0.4757
OPOKAG,Pd,4,3.6200,0.9000,0.5705,0.0000
LUJRIR,Ni,4,2.9300,0.0600,0.4814,-0.7959
OJUWOG,Ni,4,21.3000,18.6200,1.3304,1.2723
ZADHOE01,Zn,4,2.8500,0.0100,0.4698,-0.9586
KOZSEB01,Zn,4,2.1900,0.5500,0.3598,-0.1871
TOKMIR,Co,4,3.8400,0.4300,0.5955,-0.2757
ENEGIN,Pd,4,7.5700,3.1100,0.8848,0.5065
GULHAY,Au,4,9.3900,2.9600,0.9773,0.4857
PANLOI,Zn,4,5.6000,1.2000,0.7559,0.1139
XUGPUL,Fe,4,3.3100,0.0300,0.5328,-0.8861
NODJAS,Cr,4,6.5700,3.6800,0.8241,0.5775
YEKHAY,Pd,4,9.8000,13.5800,0.9956,1.1361
GEDTOB,Pd,4,2.8100,0.0400,0.4639,-0.8539
WAVTUL,Ni,4,2.9700,0.2200,0.4871,-0.4949
UGUBEH01,Zn,4,2.1600,0.1100,0.3541,-0.6778
KUYRAY,Pt,4,8.1600,2.9400,0.9170,0.4829
OMIKUS,Zn,4,3.9100,0.7300,0.6031,-0.0809
TIFXUC,Ni,4,9.1900,12.6200,0.9680,1.1045
ABEBUG,Co,4,3.7900,1.0500,0.5899,0.0607
LALMOC,Pd,4,8.4500,2.9100,0.9320,0.4786
KIHRAU,Zr,4,2.9300,0.0400,0.4814,-0.8539
HIPVEH02,Ag,4,10.9800,4.3400,1.0445,0.6474
PIFZEM,Co,4,3.9100,0.5000,0.6031,-0.2218
UTAQIS,Cu,4,2.1500,1.2400,0.3522,0.1271
VUFLAN,Rh,4,2.4500,0.0700,0.4065,-0.7696
XIPQES,Zn,4,3.0800,0.6500,0.5024,-0.1249
LOQFEG,La,4,2.3600,0.5300,0.3909,-0.2007
QOKKAF,Pd,4,7.8700,2.9600,0.9015,0.4857
PUPJAP,Cu,4,8.3800,2.8900,0.9284,0.4757
PUQQAX,Ni,4,6.7600,1.3100,0.8363,0.1492
YEBRON,Pt,4,8.6900,2.8900,0.9440,0.4757
HOHKUL,Pd,4,8.5800,2.8300,0.9385,0.4669
SEHGAR,Pd,4,2.8800,0.0000,0.4742,-1.0000
QUNZOR,Pt,4,9.8000,3.2200,0.9956,0.5211
GAKDAB,Pd,4,9.5200,3.2600,0.9832,0.5263
XODXET,Rh,4,6.4500,2.8300,0.8162,0.4669
CURMEI,W,4,2.8500,0.0000,0.4698,-1.0000
KESTOU,Zn,4,5.5800,0.6200,0.7543,-0.1427
SEYCIJ,Cu,4,14.8700,14.4400,1.1752,1.1626
XUBDOP,Zn,4,5.5800,1.1500,0.7543,0.0969
WUCCAB,Pt,4,3.0000,0.1000,0.4914,-0.6990
WELJIJ,Zn,4,5.4400,1.0000,0.7435,0.0414
MARRON,Pt,4,8.4800,3.1600,0.9335,0.5132
DEDZET,Rh,4,8.9600,3.3600,0.9571,0.5391
IKEDEJ,Pd,4,9.0500,2.9900,0.9614,0.4900
YARYUN,Co,4,3.5200,0.2300,0.5587,-0.4815
LEMDEM,Pd,4,3.0500,0.1900,0.4983,-0.5376
IBEWEU,Pd,4,8.9000,2.9700,0.9542,0.4871
HARXON,Pd,4,11.0500,3.3700,1.0473,0.5403
FEKMOA,Cr,4,2.9100,0.0600,0.4786,-0.7959
AWORUZ,Pd,4,8.3000,2.9100,0.9243,0.4786
BOHVAX,Ni,4,8.6800,3.0300,0.9435,0.4955
ISUYAW,Zn,4,2.2400,0.4100,0.3692,-0.2924
RABKEP,Pd,4,9.1600,2.9500,0.9666,0.4843
WABGUE,Pd,4,2.9200,0.0900,0.4800,-0.7212
CISYEJ,Rh,4,3.0500,0.2300,0.4983,-0.4815
QETXIX,Pd,4,3.0100,0.1700,0.4928,-0.5686
OXIFEH,Cu,4,9.2600,9.2800,0.9713,0.9722
WOKBUU,Pd,4,2.9800,0.0800,0.4886,-0.7447
UMUXOQ,Cu,4,0.8700,0.5900,-0.0132,-0.1612
GUXCEK,Zn,4,3.3100,0.2700,0.5328,-0.4318
YUYXIA,Co,4,3.7500,0.5200,0.5855,-0.2076
NOQZOK,Pd,4,2.9300,0.0400,0.4814,-0.8539
ROCYOB,Pt,4,3.1200,0.2900,0.5079,-0.4089
OHEREB,Cu,4,4.1900,1.5400,0.6325,0.2148
ISEFAN,Mo,4,3.1400,0.1500,0.5105,-0.6021
FEKYED,Pd,4,3.2400,0.4000,0.5237,-0.3010
XIVHOC,Pd,4,3.0500,0.2100,0.4983,-0.5086
YOCNIO,Zn,4,3.1500,0.5400,0.5119,-0.1938
ADUBUA,Pd,4,8.6000,2.8900,0.9395,0.4757
DORQUW,Zn,4,4.5900,0.3800,0.6712,-0.3188
PEHPUP01,Pt,4,3.0800,0.2600,0.5024,-0.4437
HUCMIC,Ni,4,5.4200,0.4900,0.7419,-0.2291
GEMYIK,Pd,4,2.9100,0.0400,0.4786,-0.8539
YUWMOT,Pt,4,8.2500,2.9900,0.9217,0.4900
SIHYOB,Ni,4,13.5400,15.2200,1.1348,1.1853
QOHXAO,Pd,4,8.6200,2.9000,0.9405,0.4771
BSALCU11,Cu,4,6.5000,1.4100,0.8195,0.1790
TOXYAG,Pt,4,9.8900,3.2100,0.9996,0.5198
IXIXOC,Pt,4,2.9200,0.0400,0.4800,-0.8539
EHIWEY,Zn,4,3.0700,0.0200,0.5011,-0.9208
QEYJUC,Pt,4,9.9400,3.3000,1.0017,0.5315
ETOSIR,V,4,2.9500,0.0200,0.4843,-0.9208
QOJDUQ,Pt,4,3.5800,0.8500,0.5658,-0.0223
XUTDAT,Co,4,5.1200,0.8800,0.7177,-0.0088
SUQDEQ,Rh,4,3.0100,0.1800,0.4928,-0.5528
TUDZOJ,Pd,4,8.1600,3.2700,0.9170,0.5276
VIBNAV,Cu,4,2.8900,0.0400,0.4757,-0.8539
LIPDOE,Ni,4,7.7500,4.2300,0.8949,0.6365
PUSWOR,Zn,4,5.5600,1.1000,0.7528,0.0792
WAHPUS,Ni,4,2.9300,0.0500,0.4814,-0.8239
SAENNI03,Ni,4,8.2700,12.8500,0.9227,1.1123
PEQNOP,Pd,4,2.8800,0.0000,0.4742,-1.0000
TIFVOX,Zn,4,4.6700,8.0500,0.6785,0.9112
QAFMOA,Pd,4,8.9000,2.9200,0.9542,0.4800
FOPMIJ,Pt,4,3.2100,0.3400,0.5198,-0.3565
QUXTOU,Ag,4,3.0100,1.7600,0.4928,0.2695
QATSAH,Cu,4,3.1500,1.4000,0.5119,0.1761
JEVSEJ,Zn,4,3.6600,0.8200,0.5752,-0.0362
IWAKOJ,Pd,4,7.7300,3.0400,0.8938,0.4969
WUTYIU,Ni,4,13.2500,11.0700,1.1255,1.0481
KARRED,Fe,4,5.4300,1.1100,0.7427,0.0828
SIZNUL01,Ni,4,8.1600,2.9000,0.9170,0.4771
REJNUQ,Hg,4,3.0100,1.0800,0.4928,0.0719
WITNOG,Cu,4,2.4000,0.5500,0.3979,-0.1871
INICIR,Pt,4,7.7700,3.3000,0.8960,0.5315
KAHKAG,Co,4,3.7900,0.3600,0.5899,-0.3372
PUHFIH,Cu,4,2.2800,0.1100,0.3766,-0.6778
COMQED,Pt,4,3.3600,0.5400,0.5391,-0.1938
KICDUW,Ni,4,9.4200,13.1000,0.9786,1.1206
IJOSIM,Au,4,8.0800,3.1800,0.9128,0.5159
JUSGAH,Ni,4,3.0100,0.2100,0.4928,-0.5086
MASYIO,Hg,4,2.9000,0.1400,0.4771,-0.6198
LIZGUA,Co,4,3.2500,0.5100,0.5250,-0.2147
TCHZCU,Cu,4,1.1200,6.3300,0.0864,0.8082
COXTOB,Ni,4,2.9000,0.0400,0.4771,-0.8539
EZEQEF,Pd,4,3.3500,0.6100,0.5378,-0.1487
FEXDER,Pd,4,10.4500,7.4700,1.0233,0.8791
IGOWOR,Pd,4,8.5300,2.9500,0.9360,0.4843
NONWES94,Pd,4,7.9500,2.9700,0.9058,0.4871
YUJMAT,Zn,4,1.0900,0.5700,0.0755,-0.1739
FIHTUN,Ni,4,3.3400,0.5700,0.5366,-0.1739
ZIJGAD,Pd,4,2.9300,0.0900,0.4814,-0.7212
HOJROO,Pt,4,3.0600,0.2300,0.4997,-0.4815
CEGFED,Sc,4,2.0600,0.2100,0.3345,-0.5086
OYAQOX01,Cu,4,2.8800,0.0000,0.4742,-1.0000
ONUJIS,Ag,4,6.3800,2.4900,0.8116,0.4133
MABNUZ,Cu,4,9.1200,9.8800,0.9647,0.9991
TELNOQ,Pt,4,9.2500,3.0100,0.9708,0.4928
QOPBIG,Ti,4,7.2100,5.7600,0.8639,0.7679
OYUNUU,Ni,4,8.2200,2.8100,0.9201,0.4639
CAZKAQ,Co,4,2.5000,0.0400,0.4150,-0.8539
HIDMAK,Pt,4,8.5400,2.9400,0.9365,0.4829
PAMZOW,Au,4,9.0600,3.4900,0.9619,0.5551
NUSGUF,Pd,4,9.8700,3.1600,0.9987,0.5132
UZEDOU,Ni,4,9.3800,9.0300,0.9768,0.9605
YUTXUK,Cu,4,3.6500,1.6100,0.5740,0.2330
ARIBAG,Fe,4,3.3100,0.5700,0.5328,-0.1739
UMUXUV,Cu,4,22.1100,24.0800,1.3465,1.3835
NOJHED,Cd,4,2.5700,0.0300,0.4265,-0.8861
RAGHAI,Pd,4,9.8400,3.2000,0.9974,0.5185
ADURUM,Ag,4,3.6200,1.9500,0.5705,0.3118
MORSOB,Pd,4,8.6100,3.0200,0.9400,0.4942
KUNJIM,Rh,4,7.3600,2.0600,0.8727,0.3345
NUTXOQ,W,4,2.9500,0.0000,0.4843,-1.0000
PAKDEM,Cu,4,2.0100,0.0800,0.3243,-0.7447
TARSIO,Fe,4,2.8800,0.0000,0.4742,-1.0000
TEZPUN,Pt,4,2.9800,0.1200,0.4886,-0.6576
VOKNOY,Ni,4,14.6900,17.9200,1.1700,1.2558
HULJIK,Pd,4,8.2000,2.8800,0.9191,0.4742
REZNAM,Cu,4,2.9100,0.0400,0.4786,-0.8539
HUGQEH,Fe,4,3.7300,0.1100,0.5832,-0.6778
JUYXAE01,Cu,4,9.0100,7.1700,0.9595,0.8615
POMLIQ,Zn,4,7.5700,7.3200,0.8848,0.8704
REPFOJ,Zn,4,4.0300,0.2800,0.6160,-0.4202
BACYUA,Cu,4,5.7200,1.0800,0.7649,0.0719
NUNVUO,Cu,4,2.3800,0.3200,0.3945,-0.3768
MAVJAU,Cr,4,6.5700,11.0300,0.8241,1.0465
XUYTOD,Mn,4,0.8600,5.0800,-0.0177,0.7143
YETJIQ,Rh,4,8.5800,3.0600,0.9385,0.4997
OLIBAO,Fe,4,4.8300,1.0400,0.6928,0.0569
FUQBOL,Cu,4,7.6700,2.2000,0.8904,0.3617
QOSZON23,Fe,4,2.5900,2.2000,0.4298,0.3617
ENOHAS,Pd,4,9.9700,14.5100,1.0030,1.1647
WEWNUK,Pd,4,8.4900,2.9600,0.9340,0.4857
TACSAU,Fe,4,3.5400,0.0700,0.5611,-0.7696
AYUHIN01,Ni,4,1.4600,0.7400,0.1931,-0.0757
OCOPEE,Pd,4,9.0000,12.2800,0.9590,1.0927
VEJNAA,Cd,4,4.0700,0.1400,0.6201,-0.6198
UBOYAO,Pd,4,7.9600,3.3400,0.9063,0.5366
XOYSIN,Rh,4,8.7300,3.5200,0.9460,0.5587
AZAPUO,Pd,4,13.9600,20.2100,1.1480,1.3077
CUMBOD,Ni,4,3.2400,0.4600,0.5237,-0.2518
XANYUI,Ni,4,14.8100,17.9200,1.1735,1.2558
PEYWIB,Pd,4,8.0800,3.0300,0.9128,0.4955
EWOZUM,Zn,4,2.2600,0.2800,0.3729,-0.4202
QIVRIZ,Cu,4,3.2700,0.3000,0.5276,-0.3979
GIRHAT,Mn,4,3.2300,0.5700,0.5224,-0.1739
BUACUM02,Cu,4,2.8800,0.0000,0.4742,-1.0000
JIBVOI,Hg,4,6.6300,2.7800,0.8280,0.4594
NODCEQ,Pd,4,9.1900,3.2100,0.9680,0.5198
LUMTOF,Pt,4,8.6400,2.8300,0.9415,0.4669
HIWDAT,Co,4,3.3100,0.5500,0.5328,-0.1871
QEQXOA,Pd,4,9.2700,3.6200,0.9717,0.5705
LULRAM,Co,4,2.1900,0.4400,0.3598,-0.2676
MEBMUC,Cu,4,2.9500,0.0600,0.4843,-0.7959
NODHUK,Cr,4,10.9200,15.8300,1.0422,1.2022
KATZIO02,Cu,4,4.3400,0.3700,0.6474,-0.3279
PASLIH,Pt,4,3.0200,0.1700,0.4942,-0.5686
JABGON,Pt,4,9.4700,7.3800,0.9809,0.8739
CUBKOZ,Ni,4,11.5000,12.7000,1.0645,1.1072
QUBPUC,Cu,4,3.1000,0.2800,0.5051,-0.4202
AREKUE,Ni,4,2.9800,0.1800,0.4886,-0.5528
TAWZAU,Pt,4,2.9400,0.0600,0.4829,-0.7959
BUJDOA,Pd,4,2.8900,0.0100,0.4757,-0.9586
MOHDUK,Pd,4,3.0300,0.1900,0.4955,-0.5376
IBALII,Pd,4,10.1000,3.2200,1.0086,0.5211
XETNUF,Pd,4,9.1600,3.0200,0.9666,0.4942
CEZHIY,Pd,4,10.7600,15.1700,1.0358,1.1838
XIBNEB,Pd,4,8.7700,3.0000,0.9479,0.4914
BIBJED,Zn,4,3.5600,1.1900,0.5635,0.1106
BAMXAQ,Ni,4,21.6400,12.9100,1.3373,1.1143
IWALEX,Pt,4,7.5700,3.0800,0.8848,0.5024
HATHIU,Zn,4,9.2600,9.6000,0.9713,0.9868
ASALNI11,Ni,4,2.9300,0.0500,0.4814,-0.8239
WERNIQ,Ni,4,8.4400,2.9900,0.9315,0.4900
FIFJIO,Pd,4,8.6400,2.9100,0.9415,0.4786
IMUHAA,Pd,4,15.4800,13.5600,1.1926,1.1355
EMEMIT,Cu,4,8.6300,17.5300,0.9410,1.2463
QURMIC,Hg,4,2.7000,1.3000,0.4472,0.1461
YABGAK02,Fe,4,6.1500,1.2200,0.7959,0.1206
EBEZUJ,Pt,4,8.3400,3.0300,0.9263,0.4955
UBEXOR,Ni,4,2.9300,0.0400,0.4814,-0.8539
HOYPAQ,Zn,4,3.2700,0.0400,0.5276,-0.8539
QOKPEP,Pd,4,3.3100,0.5300,0.5328,-0.2007
ZAVYIE,Rh,4,3.2000,0.4500,0.5185,-0.2596
JAZFIA,Pd,4,8.4100,2.9400,0.9299,0.4829
NEQWEO,Au,4,3.1500,0.3300,0.5119,-0.3665
GACLIG,Pd,4,8.1800,2.6200,0.9180,0.4346
VPYCOC02,Co,4,2.7300,0.2100,0.4518,-0.5086
VUGVIF,Ag,4,5.3000,0.9400,0.7324,0.0170
EBIXAQ,Ni,4,9.0200,2.9000,0.9600,0.4771
FUJGIE,Pt,4,2.8900,0.0100,0.4757,-0.9586
LEQLAY,Zn,4,2.4400,0.2600,0.4048,-0.4437
ZOSCIV,Ti,4,8.0800,6.1600,0.9128,0.7966
UROBAH,Au,4,8.5600,2.9200,0.9375,0.4800
AXUQAN,Co,4,2.8800,0.0000,0.4742,-1.0000
LETVEP,Pt,4,9.0000,13.1900,0.9590,1.1235
UMUZEH,Cu,4,19.8200,20.0800,1.2993,1.3049
YEKHOM,Pt,4,9.8300,10.1200,0.9969,1.0095
NINFEW,Hg,4,3.5000,0.5500,0.5563,-0.1871
OFEROI,Pd,4,9.2500,3.2700,0.9708,0.5276
HANREV,Pd,4,12.9100,10.3800,1.1143,1.0204
COFPEU,Pd,4,8.5700,2.9500,0.9380,0.4843
VEKDIZ,Zn,4,13.7200,9.4700,1.1405,0.9809
YOQMOK,Pt,4,3.0500,0.2200,0.4983,-0.4949
WIWGOZ,Ni,4,3.0000,0.1100,0.4914,-0.6778
IREVAE,Cu,4,9.2800,3.0400,0.9722,0.4969
DIWGIC,Cu,4,8.5700,2.8700,0.9380,0.4728
ZADHOE,Zn,4,2.7300,0.0100,0.4518,-0.9586
LABSAJ,Cu,4,8.0100,2.2500,0.9090,0.3711
YIQPAS,Cu,4,3.1500,1.4200,0.5119,0.1818
VIVBAF,Au,4,7.4200,7.0600,0.8762,0.8549
EHESIV,Pd,4,11.8400,15.2200,1.0770,1.1853
UDEMAT,Cu,4,2.8700,1.7600,0.4728,0.2695
BIFXAP,Zn,4,3.1000,0.2800,0.5051,-0.4202
MIVGIH,Ni,4,3.0200,0.0300,0.4942,-0.8861
SUWWEP,Co,4,2.6000,0.1200,0.4314,-0.6576
PEXHAD,Pt,4,9.2500,3.4500,0.9708,0.5502
XOSYIO,Pd,4,3.1400,0.2900,0.5105,-0.4089
NEWYAR,Pd,4,3.0800,0.2600,0.5024,-0.4437
CFPYPD,Pd,4,2.9100,0.0200,0.4786,-0.9208
SAJFOD,Zn,4,2.1100,0.1500,0.3444,-0.6021
XEHCOD,Au,4,9.4600,3.0200,0.9805,0.4942
MEVDOG,Pd,4,8.8700,2.9600,0.9528,0.4857
AKIBUR,Au,4,5.0100,0.8900,0.7084,-0.0044
PAMTCC01,Cu,4,2.8800,0.0000,0.4742,-1.0000
RIMDIE,Au,4,8.9500,3.1500,0.9566,0.5119
DOMMUN,Zn,4,2.3200,1.2400,0.3838,0.1271
PIZZOP,Cu,4,2.9400,0.0700,0.4829,-0.7696
NAKZUX,Pd,4,12.3800,15.7800,1.0962,1.2009
WULLEU,Pt,4,2.9800,0.1200,0.4886,-0.6576
QIMPAG,Ni,4,2.9100,0.0400,0.4786,-0.8539
ZIPHUD,Zn,4,3.7800,0.1700,0.5888,-0.5686
FIJMOE,Cu,4,3.0600,1.1500,0.4997,0.0969
POLPEN,Ni,4,2.8900,0.0100,0.4757,-0.9586
GENYOP,Ni,4,3.3400,0.6100,0.5366,-0.1487
SOCGIE,Ag,4,14.8900,16.6000,1.1758,1.2227
XEWJES,Pd,4,9.1600,3.0500,0.9666,0.4983
JUJLOR,Pt,4,7.3700,3.1900,0.8733,0.5172
WAYCII,Pt,4,9.2300,3.4300,0.9699,0.5478
TARNAB,Ag,4,5.8200,1.6500,0.7723,0.2430
REDYUU,Pt,4,8.2300,2.9100,0.9206,0.4786
QOKBUR,Cu,4,4.6400,0.6300,0.6758,-0.1367
POLZOF,Ir,4,6.0500,2.1100,0.7889,0.3444
VELTUE,Fe,4,2.0400,0.7600,0.3304,-0.0655
JOXMIV,Co,4,3.0800,0.3000,0.5024,-0.3979
LOQGUU,Zn,4,3.3800,0.4600,0.5416,-0.2518
ITIKUS,Cu,4,15.2100,18.5300,1.1850,1.2702
DACHIA,Pd,4,9.9100,3.0600,1.0004,0.4997
KAXTAI,Zn,4,4.2700,0.6300,0.6405,-0.1367
QAWVAO,Cu,4,3.7200,0.3500,0.5821,-0.3468
ISALCU02,Cu,4,1.1400,0.4800,0.0934,-0.2366
QOJQOZ,Ni,4,19.2700,18.3700,1.2871,1.2665
UHEREE,Ni,4,9.3400,10.1800,0.9750,1.0120
VUVQEM,Ni,4,2.9500,0.0700,0.4843,-0.7696
XUWGUR,Pd,4,8.1300,3.0600,0.9154,0.4997
NOCSAA,Au,4,9.1600,3.0000,0.9666,0.4914
MAWPEG,Pd,4,2.9300,0.0500,0.4814,-0.8239
BACFIY,Nb,4,3.3000,0.2100,0.5315,-0.5086
ROCTOW,Ni,4,16.8900,7.1600,1.2302,0.8609
LUFLEG,Cu,4,3.5100,1.3800,0.5575,0.1703
GIRRIL,Rh,4,3.0700,0.2300,0.5011,-0.4815
REWZAY,Cu,4,2.9300,0.0600,0.4814,-0.7959
HIXZET,Rh,4,7.3100,2.0600,0.8698,0.3345
MSLDNI17,Ni,4,2.9200,0.0400,0.4800,-0.8539
JEPZOW,Fe,4,3.3400,0.6000,0.5366,-0.1549
